final,initial,genes,values,initial_label,final_label
310120767,310138934,STAT1,1,M2b*,M1*
310120767,310122806,STAT5,0,M2b*,M1*
310120767,310270006,STAT3_IL10,1,M2b*,M1*
310120767,310122806,GMCSF_e,0,M2b*,M1*
310120767,310139190,IC_e,0,M2b*,M1*
310120767,310139190,STAT3_IL10,1,M2b*,M1*
310120767,310270006,IL1B_e,0,M2b*,M1*
310120767,310253878,FCGR,0,M2b*,M1*
310120767,310253878,IL1B_e,0,M2b*,M1*
310120767,310138934,STAT3_IL10,1,M2b*,M1*
310120767,310138934,STAT5,0,M2b*,M1*
310120767,310253622,FCGR,0,M2b*,M1*
310120767,310253622,GMCSF_e,0,M2b*,M1*
310120767,310253622,IC_e,0,M2b*,M1*
310120767,310253622,IL1B_e,0,M2b*,M1*
310120767,310253622,STAT5,0,M2b*,M1*
310120767,310270006,FCGR,0,M2b*,M1*
310120767,310253622,STAT1,1,M2b*,M1*
310120767,310138934,GMCSF_e,0,M2b*,M1*
310120767,310270262,STAT3_IL10,1,M2b,M1*
310120767,310138934,SOCS1,0,M2b*,M1*
310120767,310270262,FCGR,0,M2b,M1*
310120767,310270262,IL1B_e,0,M2b,M1*
310120767,310253622,SOCS1,0,M2b*,M1*
310122550,310120511,STAT1,0,M1,M2
310122550,310120511,IFNG_e,0,M1,M2
310122806,310120767,STAT1,0,M1*,M2b*
310122806,310136895,IFNG_e,0,M1*,M2b*
310122806,310136895,STAT1,0,M1*,M2b*
310122806,310120767,IFNG_e,0,M1*,M2b*
310122806,310251583,STAT1,0,M1*,M2b*
310122806,310251583,IFNG_e,0,M1*,M2b*
310137151,310270006,SOCS1,0,M2b*,M1*
310137151,310270006,STAT1,1,M2b*,M1*
310137151,310270006,STAT5,0,M2b*,M1*
310137151,310139190,SOCS1,0,M2b*,M1*
310137151,310139190,STAT1,1,M2b*,M1*
310137151,310253878,SOCS1,0,M2b*,M1*
310137151,310139190,GMCSF_e,0,M2b*,M1*
310137151,310253878,STAT5,0,M2b*,M1*
310137151,310270262,IC_e,0,M2b,M1*
310137151,310253878,GMCSF_e,0,M2b*,M1*
310137151,310139190,STAT5,0,M2b*,M1*
310137151,310270006,GMCSF_e,0,M2b*,M1*
310137151,310253878,IC_e,0,M2b*,M1*
310137151,310253878,STAT1,1,M2b*,M1*
310139190,310267967,IFNG_e,0,M1*,M2b*
310139190,310251839,IFNG_e,0,M1*,M2b*
310139190,310251839,STAT1,0,M1*,M2b*
310139190,310267967,STAT1,0,M1*,M2b*
310139190,310137151,IFNG_e,0,M1*,M2b*
310139190,310137151,STAT1,0,M1*,M2b*
310268223,310270262,STAT1,1,M2b,M1
310268223,310270262,SOCS1,0,M2b,M1
310268223,310270262,GMCSF_e,0,M2b,M1
310268223,310270262,STAT5,0,M2b,M1
310270262,310268223,STAT1,0,M1,M2b
310270262,310268223,IFNG_e,0,M1,M2b
316411963,316414258,IC_e,0,M2b*,M1
316411963,316430642,FCGR,0,M2b*,M1
316411963,316414002,STAT1,1,M2,M1
316411963,316430642,IC_e,0,M2b*,M1
316411963,316414002,SOCS1,0,M2,M1
316411963,316430642,LPS_e,0,M2b*,M1
316411963,316414258,FCGR,0,M2b*,M1
316411963,316414258,LPS_e,0,M2b*,M1
316411963,316414258,STAT3_IL10,1,M2b*,M1
316411963,316414002,IC_e,0,M2,M1
316411963,316414002,STAT5,0,M2,M1
316411963,316545330,FCGR,0,M2b*,M1
316411963,316414002,GMCSF_e,0,M2,M1
316411963,316430386,LPS_e,0,M2b*,M1
316411963,316414002,LPS_e,0,M2,M1
316411963,316414002,STAT3_IL10,1,M2,M1
316411963,316561714,FCGR,0,M2b,M1
316411963,316545330,STAT3_IL10,1,M2b*,M1
316411963,316414002,FCGR,0,M2,M1
316411963,316430386,FCGR,0,M2b*,M1
316411963,316430386,IC_e,0,M2b*,M1
316411963,316561458,FCGR,0,M2b*,M1
316411963,316545074,STAT3_IL10,1,M2b*,M1
316411963,316545074,FCGR,0,M2b*,M1
316412219,316414258,STAT1,1,M2b*,M1*
316412219,316414258,SOCS1,0,M2b*,M1*
316412219,316414258,GMCSF_e,0,M2b*,M1*
316412219,316430386,STAT1,1,M2b*,M1*
316412219,316414258,STAT5,0,M2b*,M1*
316412219,316561458,STAT3_IL10,1,M2b*,M1*
316412219,316430642,STAT3_IL10,1,M2b*,M1*
316412219,316561458,LPS_e,0,M2b*,M1*
316412219,316545330,IC_e,0,M2b*,M1*
316412219,316545330,LPS_e,0,M2b*,M1*
316412219,316430386,STAT3_IL10,1,M2b*,M1*
316412219,316430386,STAT5,0,M2b*,M1*
316412219,316545074,GMCSF_e,0,M2b*,M1*
316412219,316545074,IC_e,0,M2b*,M1*
316412219,316545074,LPS_e,0,M2b*,M1*
316412219,316545074,STAT5,0,M2b*,M1*
316412219,316561458,IC_e,0,M2b*,M1*
316412219,316545074,STAT1,1,M2b*,M1*
316412219,316430386,GMCSF_e,0,M2b*,M1*
316412219,316561714,LPS_e,0,M2b,M1*
316412219,316430386,SOCS1,0,M2b*,M1*
316412219,316561714,IC_e,0,M2b,M1*
316412219,316545074,SOCS1,0,M2b*,M1*
316412219,316561714,STAT3_IL10,1,M2b,M1*
316414002,316411963,STAT1,0,M1,M2
316414002,316411963,IFNG_e,0,M1,M2
316414258,316412219,STAT1,0,M1*,M2b*
316414258,316428347,IFNG_e,0,M1*,M2b*
316414258,316428347,STAT1,0,M1*,M2b*
316414258,316412219,IFNG_e,0,M1*,M2b*
316414258,316543035,STAT1,0,M1*,M2b*
316414258,316543035,IFNG_e,0,M1*,M2b*
316428603,316561458,SOCS1,0,M2b*,M1*
316428603,316561458,STAT1,1,M2b*,M1*
316428603,316430642,SOCS1,0,M2b*,M1*
316428603,316430642,STAT1,1,M2b*,M1*
316428603,316561458,STAT5,0,M2b*,M1*
316428603,316545330,SOCS1,0,M2b*,M1*
316428603,316430642,GMCSF_e,0,M2b*,M1*
316428603,316545330,STAT5,0,M2b*,M1*
316428603,316561458,GMCSF_e,0,M2b*,M1*
316428603,316430642,STAT5,0,M2b*,M1*
316428603,316545330,GMCSF_e,0,M2b*,M1*
316428603,316545330,STAT1,1,M2b*,M1*
316430642,316559419,IFNG_e,0,M1*,M2b*
316430642,316543291,IFNG_e,0,M1*,M2b*
316430642,316543291,STAT1,0,M1*,M2b*
316430642,316559419,STAT1,0,M1*,M2b*
316430642,316428603,IFNG_e,0,M1*,M2b*
316430642,316428603,STAT1,0,M1*,M2b*
316559675,316561714,STAT1,1,M2b,M1
316559675,316561714,SOCS1,0,M2b,M1
316559675,316561714,GMCSF_e,0,M2b,M1
316559675,316561714,STAT5,0,M2b,M1
316561714,316559675,STAT1,0,M1,M2b
316561714,316559675,IFNG_e,0,M1,M2b
318509119,318511414,STAT3_IL10,1,M2b*,M1
318509119,318511158,STAT3_IL10,1,M2,M1
318509119,318511414,FCGR,0,M2b*,M1
318509119,318511158,FCGR,0,M2,M1
318509119,318527798,FCGR,0,M2b*,M1
318509119,318511158,STAT1,1,M2,M1
318509119,318511158,IC_e,0,M2,M1
318509119,318511158,SOCS1,0,M2,M1
318509119,318511158,GMCSF_e,0,M2,M1
318509119,318511158,STAT5,0,M2,M1
318509119,318642486,STAT3_IL10,1,M2b*,M1
318509119,318527542,IC_e,0,M2b*,M1
318509119,318527542,FCGR,0,M2b*,M1
318509119,318642230,STAT3_IL10,1,M2b*,M1
318509375,318511414,STAT1,1,M2b*,M1*
318509375,318511414,SOCS1,0,M2b*,M1*
318509375,318658614,IC_e,0,M2b*,M1*
318509375,318511414,IC_e,0,M2b*,M1*
318509375,318658614,FCGR,0,M2b*,M1*
318509375,318511414,GMCSF_e,0,M2b*,M1*
318509375,318527542,STAT3_IL10,1,M2b*,M1*
318509375,318527542,STAT5,0,M2b*,M1*
318509375,318658614,STAT3_IL10,1,M2b*,M1*
318509375,318511414,STAT5,0,M2b*,M1*
318509375,318527798,IC_e,0,M2b*,M1*
318509375,318527798,STAT3_IL10,1,M2b*,M1*
318509375,318642486,FCGR,0,M2b*,M1*
318509375,318642230,FCGR,0,M2b*,M1*
318509375,318642230,SOCS1,0,M2b*,M1*
318509375,318642230,GMCSF_e,0,M2b*,M1*
318509375,318642230,IC_e,0,M2b*,M1*
318509375,318642230,STAT5,0,M2b*,M1*
318509375,318642230,STAT1,1,M2b*,M1*
318509375,318527542,GMCSF_e,0,M2b*,M1*
318509375,318527542,SOCS1,0,M2b*,M1*
318509375,318527542,STAT1,1,M2b*,M1*
318509375,318658870,FCGR,0,M2b,M1*
318509375,318658870,STAT3_IL10,1,M2b,M1*
318511158,318509119,IFNG_e,0,M1,M2
318511158,318509119,STAT1,0,M1,M2
318511414,318509375,STAT1,0,M1*,M2b*
318511414,318509375,IFNG_e,0,M1*,M2b*
318511414,318640191,STAT1,0,M1*,M2b*
318511414,318525503,IFNG_e,0,M1*,M2b*
318511414,318525503,STAT1,0,M1*,M2b*
318511414,318640191,IFNG_e,0,M1*,M2b*
318525759,318527798,GMCSF_e,0,M2b*,M1*
318525759,318642486,GMCSF_e,0,M2b*,M1*
318525759,318658614,STAT1,1,M2b*,M1*
318525759,318658870,IC_e,0,M2b,M1*
318525759,318658614,STAT5,0,M2b*,M1*
318525759,318642486,STAT1,1,M2b*,M1*
318525759,318527798,SOCS1,0,M2b*,M1*
318525759,318527798,STAT1,1,M2b*,M1*
318525759,318527798,STAT5,0,M2b*,M1*
318525759,318642486,STAT5,0,M2b*,M1*
318525759,318658614,GMCSF_e,0,M2b*,M1*
318525759,318642486,IC_e,0,M2b*,M1*
318525759,318658614,SOCS1,0,M2b*,M1*
318525759,318642486,SOCS1,0,M2b*,M1*
318527798,318656575,IFNG_e,0,M1*,M2b*
318527798,318640447,IFNG_e,0,M1*,M2b*
318527798,318640447,STAT1,0,M1*,M2b*
318527798,318656575,STAT1,0,M1*,M2b*
318527798,318525759,IFNG_e,0,M1*,M2b*
318527798,318525759,STAT1,0,M1*,M2b*
318656831,318658870,STAT5,0,M2b,M1
318656831,318658870,STAT1,1,M2b,M1
318656831,318658870,GMCSF_e,0,M2b,M1
318656831,318658870,SOCS1,0,M2b,M1
318658870,318656831,STAT1,0,M1,M2b
318658870,318656831,IFNG_e,0,M1,M2b
326897727,326900022,IL1B_e,0,M2b*,M1
326897727,326899766,STAT1,1,M2,M1
326897727,326916406,FCGR,0,M2b*,M1
326897727,326899766,FCGR,0,M2,M1
326897727,326900022,STAT3_IL10,1,M2b*,M1
326897727,326899766,SOCS1,0,M2,M1
326897727,326916406,IL1B_e,0,M2b*,M1
326897727,326899766,IL1B_e,0,M2,M1
326897727,326900022,FCGR,0,M2b*,M1
326897727,326899766,IC_e,0,M2,M1
326897727,326899766,STAT5,0,M2,M1
326897727,326899766,STAT3_IL10,1,M2,M1
326897727,327031094,STAT3_IL10,1,M2b*,M1
326897727,326916150,IL1B_e,0,M2b*,M1
326897727,326899766,GMCSF_e,0,M2,M1
326897727,326916150,IC_e,0,M2b*,M1
326897727,327030838,STAT3_IL10,1,M2b*,M1
326897727,326916150,FCGR,0,M2b*,M1
326897983,326900022,STAT1,1,M2b*,M1*
326897983,327047222,IC_e,0,M2b*,M1*
326897983,326900022,SOCS1,0,M2b*,M1*
326897983,326900022,IC_e,0,M2b*,M1*
326897983,326916150,STAT1,1,M2b*,M1*
326897983,326900022,STAT5,0,M2b*,M1*
326897983,327047222,STAT3_IL10,1,M2b*,M1*
326897983,326900022,GMCSF_e,0,M2b*,M1*
326897983,326916406,IC_e,0,M2b*,M1*
326897983,326916406,STAT3_IL10,1,M2b*,M1*
326897983,327047222,IL1B_e,0,M2b*,M1*
326897983,327031094,FCGR,0,M2b*,M1*
326897983,327031094,IL1B_e,0,M2b*,M1*
326897983,326916150,STAT3_IL10,1,M2b*,M1*
326897983,326916150,STAT5,0,M2b*,M1*
326897983,327030838,FCGR,0,M2b*,M1*
326897983,327030838,GMCSF_e,0,M2b*,M1*
326897983,327030838,IC_e,0,M2b*,M1*
326897983,327030838,IL1B_e,0,M2b*,M1*
326897983,327030838,STAT5,0,M2b*,M1*
326897983,327047222,FCGR,0,M2b*,M1*
326897983,327030838,STAT1,1,M2b*,M1*
326897983,326916150,GMCSF_e,0,M2b*,M1*
326897983,327047478,STAT3_IL10,1,M2b,M1*
326897983,326916150,SOCS1,0,M2b*,M1*
326897983,327047478,FCGR,0,M2b,M1*
326897983,327047478,IL1B_e,0,M2b,M1*
326897983,327030838,SOCS1,0,M2b*,M1*
326899766,326897727,STAT1,0,M1,M2
326899766,326897727,IFNG_e,0,M1,M2
326900022,326897983,STAT1,0,M1*,M2b*
326900022,326914111,IFNG_e,0,M1*,M2b*
326900022,326914111,STAT1,0,M1*,M2b*
326900022,326897983,IFNG_e,0,M1*,M2b*
326900022,327028799,STAT1,0,M1*,M2b*
326900022,327028799,IFNG_e,0,M1*,M2b*
326914367,327047222,SOCS1,0,M2b*,M1*
326914367,327047222,STAT1,1,M2b*,M1*
326914367,327047222,STAT5,0,M2b*,M1*
326914367,326916406,SOCS1,0,M2b*,M1*
326914367,326916406,STAT1,1,M2b*,M1*
326914367,327031094,SOCS1,0,M2b*,M1*
326914367,326916406,GMCSF_e,0,M2b*,M1*
326914367,327031094,STAT5,0,M2b*,M1*
326914367,327047478,IC_e,0,M2b,M1*
326914367,327031094,GMCSF_e,0,M2b*,M1*
326914367,326916406,STAT5,0,M2b*,M1*
326914367,327047222,GMCSF_e,0,M2b*,M1*
326914367,327031094,IC_e,0,M2b*,M1*
326914367,327031094,STAT1,1,M2b*,M1*
326916406,327045183,IFNG_e,0,M1*,M2b*
326916406,327029055,IFNG_e,0,M1*,M2b*
326916406,327029055,STAT1,0,M1*,M2b*
326916406,327045183,STAT1,0,M1*,M2b*
326916406,326914367,IFNG_e,0,M1*,M2b*
326916406,326914367,STAT1,0,M1*,M2b*
327045439,327047478,STAT1,1,M2b,M1
327045439,327047478,SOCS1,0,M2b,M1
327045439,327047478,GMCSF_e,0,M2b,M1
327045439,327047478,STAT5,0,M2b,M1
327047478,327045439,STAT1,0,M1,M2b
327047478,327045439,IFNG_e,0,M1,M2b
333189179,333191474,IC_e,0,M2b*,M1
333189179,333207858,FCGR,0,M2b*,M1
333189179,333191218,STAT1,1,M2,M1
333189179,333207858,IC_e,0,M2b*,M1
333189179,333191218,SOCS1,0,M2,M1
333189179,333207858,LPS_e,0,M2b*,M1
333189179,333191474,FCGR,0,M2b*,M1
333189179,333191474,LPS_e,0,M2b*,M1
333189179,333191474,STAT3_IL10,1,M2b*,M1
333189179,333191218,IC_e,0,M2,M1
333189179,333191218,STAT5,0,M2,M1
333189179,333322546,FCGR,0,M2b*,M1
333189179,333191218,GMCSF_e,0,M2,M1
333189179,333207602,LPS_e,0,M2b*,M1
333189179,333191218,LPS_e,0,M2,M1
333189179,333191218,STAT3_IL10,1,M2,M1
333189179,333338930,FCGR,0,M2b,M1
333189179,333322546,STAT3_IL10,1,M2b*,M1
333189179,333191218,FCGR,0,M2,M1
333189179,333207602,FCGR,0,M2b*,M1
333189179,333207602,IC_e,0,M2b*,M1
333189179,333338674,FCGR,0,M2b*,M1
333189179,333322290,STAT3_IL10,1,M2b*,M1
333189179,333322290,FCGR,0,M2b*,M1
333189435,333191474,STAT1,1,M2b*,M1*
333189435,333191474,SOCS1,0,M2b*,M1*
333189435,333191474,GMCSF_e,0,M2b*,M1*
333189435,333207602,STAT1,1,M2b*,M1*
333189435,333191474,STAT5,0,M2b*,M1*
333189435,333338674,STAT3_IL10,1,M2b*,M1*
333189435,333207858,STAT3_IL10,1,M2b*,M1*
333189435,333338674,LPS_e,0,M2b*,M1*
333189435,333322546,IC_e,0,M2b*,M1*
333189435,333322546,LPS_e,0,M2b*,M1*
333189435,333207602,STAT3_IL10,1,M2b*,M1*
333189435,333207602,STAT5,0,M2b*,M1*
333189435,333322290,GMCSF_e,0,M2b*,M1*
333189435,333322290,IC_e,0,M2b*,M1*
333189435,333322290,LPS_e,0,M2b*,M1*
333189435,333322290,STAT5,0,M2b*,M1*
333189435,333338674,IC_e,0,M2b*,M1*
333189435,333322290,STAT1,1,M2b*,M1*
333189435,333207602,GMCSF_e,0,M2b*,M1*
333189435,333338930,LPS_e,0,M2b,M1*
333189435,333207602,SOCS1,0,M2b*,M1*
333189435,333338930,IC_e,0,M2b,M1*
333189435,333322290,SOCS1,0,M2b*,M1*
333189435,333338930,STAT3_IL10,1,M2b,M1*
333191218,333189179,STAT1,0,M1,M2
333191218,333189179,IFNG_e,0,M1,M2
333191474,333189435,STAT1,0,M1*,M2b*
333191474,333205563,IFNG_e,0,M1*,M2b*
333191474,333205563,STAT1,0,M1*,M2b*
333191474,333189435,IFNG_e,0,M1*,M2b*
333191474,333320251,STAT1,0,M1*,M2b*
333191474,333320251,IFNG_e,0,M1*,M2b*
333205819,333338674,SOCS1,0,M2b*,M1*
333205819,333338674,STAT1,1,M2b*,M1*
333205819,333207858,SOCS1,0,M2b*,M1*
333205819,333207858,STAT1,1,M2b*,M1*
333205819,333338674,STAT5,0,M2b*,M1*
333205819,333322546,SOCS1,0,M2b*,M1*
333205819,333207858,GMCSF_e,0,M2b*,M1*
333205819,333322546,STAT5,0,M2b*,M1*
333205819,333338674,GMCSF_e,0,M2b*,M1*
333205819,333207858,STAT5,0,M2b*,M1*
333205819,333322546,GMCSF_e,0,M2b*,M1*
333205819,333322546,STAT1,1,M2b*,M1*
333207858,333336635,IFNG_e,0,M1*,M2b*
333207858,333320507,IFNG_e,0,M1*,M2b*
333207858,333320507,STAT1,0,M1*,M2b*
333207858,333336635,STAT1,0,M1*,M2b*
333207858,333205819,IFNG_e,0,M1*,M2b*
333207858,333205819,STAT1,0,M1*,M2b*
333336891,333338930,STAT1,1,M2b,M1
333336891,333338930,SOCS1,0,M2b,M1
333336891,333338930,GMCSF_e,0,M2b,M1
333336891,333338930,STAT5,0,M2b,M1
333338930,333336891,STAT1,0,M1,M2b
333338930,333336891,IFNG_e,0,M1,M2b
335286335,335288630,STAT3_IL10,1,M2b*,M1
335286335,335288374,STAT3_IL10,1,M2,M1
335286335,335288630,FCGR,0,M2b*,M1
335286335,335288374,FCGR,0,M2,M1
335286335,335305014,FCGR,0,M2b*,M1
335286335,335288374,STAT1,1,M2,M1
335286335,335288374,IC_e,0,M2,M1
335286335,335288374,SOCS1,0,M2,M1
335286335,335288374,GMCSF_e,0,M2,M1
335286335,335288374,STAT5,0,M2,M1
335286335,335419702,STAT3_IL10,1,M2b*,M1
335286335,335304758,IC_e,0,M2b*,M1
335286335,335304758,FCGR,0,M2b*,M1
335286335,335419446,STAT3_IL10,1,M2b*,M1
335286591,335288630,STAT1,1,M2b*,M1*
335286591,335288630,SOCS1,0,M2b*,M1*
335286591,335435830,IC_e,0,M2b*,M1*
335286591,335288630,IC_e,0,M2b*,M1*
335286591,335435830,FCGR,0,M2b*,M1*
335286591,335288630,GMCSF_e,0,M2b*,M1*
335286591,335304758,STAT3_IL10,1,M2b*,M1*
335286591,335304758,STAT5,0,M2b*,M1*
335286591,335435830,STAT3_IL10,1,M2b*,M1*
335286591,335288630,STAT5,0,M2b*,M1*
335286591,335305014,IC_e,0,M2b*,M1*
335286591,335305014,STAT3_IL10,1,M2b*,M1*
335286591,335419702,FCGR,0,M2b*,M1*
335286591,335419446,FCGR,0,M2b*,M1*
335286591,335419446,SOCS1,0,M2b*,M1*
335286591,335419446,GMCSF_e,0,M2b*,M1*
335286591,335419446,IC_e,0,M2b*,M1*
335286591,335419446,STAT5,0,M2b*,M1*
335286591,335419446,STAT1,1,M2b*,M1*
335286591,335304758,GMCSF_e,0,M2b*,M1*
335286591,335304758,SOCS1,0,M2b*,M1*
335286591,335304758,STAT1,1,M2b*,M1*
335286591,335436086,FCGR,0,M2b,M1*
335286591,335436086,STAT3_IL10,1,M2b,M1*
335288374,335286335,IFNG_e,0,M1,M2
335288374,335286335,STAT1,0,M1,M2
335288630,335286591,STAT1,0,M1*,M2b*
335288630,335286591,IFNG_e,0,M1*,M2b*
335288630,335417407,STAT1,0,M1*,M2b*
335288630,335302719,IFNG_e,0,M1*,M2b*
335288630,335302719,STAT1,0,M1*,M2b*
335288630,335417407,IFNG_e,0,M1*,M2b*
335302975,335305014,GMCSF_e,0,M2b*,M1*
335302975,335419702,GMCSF_e,0,M2b*,M1*
335302975,335435830,STAT1,1,M2b*,M1*
335302975,335436086,IC_e,0,M2b,M1*
335302975,335435830,STAT5,0,M2b*,M1*
335302975,335419702,STAT1,1,M2b*,M1*
335302975,335305014,SOCS1,0,M2b*,M1*
335302975,335305014,STAT1,1,M2b*,M1*
335302975,335305014,STAT5,0,M2b*,M1*
335302975,335419702,STAT5,0,M2b*,M1*
335302975,335435830,GMCSF_e,0,M2b*,M1*
335302975,335419702,IC_e,0,M2b*,M1*
335302975,335435830,SOCS1,0,M2b*,M1*
335302975,335419702,SOCS1,0,M2b*,M1*
335305014,335433791,IFNG_e,0,M1*,M2b*
335305014,335417663,IFNG_e,0,M1*,M2b*
335305014,335417663,STAT1,0,M1*,M2b*
335305014,335433791,STAT1,0,M1*,M2b*
335305014,335302975,IFNG_e,0,M1*,M2b*
335305014,335302975,STAT1,0,M1*,M2b*
335434047,335436086,STAT5,0,M2b,M1
335434047,335436086,STAT1,1,M2b,M1
335434047,335436086,GMCSF_e,0,M2b,M1
335434047,335436086,SOCS1,0,M2b,M1
335436086,335434047,STAT1,0,M1,M2b
335436086,335434047,IFNG_e,0,M1,M2b
343676982,343740479,STAT1,0,M1,M2
343676982,343740479,IFNG_e,0,M1,M2
343740479,343676982,STAT1,1,M2,M1
343750175,343676982,IC_e,0,M2,M1
343750175,343676982,GMCSF_e,0,M2,M1
343750175,343676982,FCGR,0,M2,M1
343750175,343676982,IL1B_e,0,M2,M1
343750175,343676982,SOCS1,0,M2,M1
343750175,343676982,STAT3_IL10,1,M2,M1
343750175,343676982,STAT5,0,M2,M1
343750175,343752212,STAT6,0,M2,M1
343750175,343752212,IL4_e,0,M2,M1
343750175,343752214,STAT1,1,M2,M1
343752214,343750175,STAT1,0,M1,M2
343752214,343750175,IFNG_e,0,M1,M2
349968434,350031931,STAT1,0,M1,M2
349968434,350031931,IFNG_e,0,M1,M2
350031931,349968434,STAT1,1,M2,M1
350041627,349968434,IC_e,0,M2,M1
350041627,349968434,GMCSF_e,0,M2,M1
350041627,349968434,FCGR,0,M2,M1
350041627,349968434,LPS_e,0,M2,M1
350041627,349968434,SOCS1,0,M2,M1
350041627,349968434,STAT3_IL10,1,M2,M1
350041627,349968434,STAT5,0,M2,M1
350041627,350043664,STAT6,0,M2,M1
350041627,350043664,IL4_e,0,M2,M1
350041627,350043666,STAT1,1,M2,M1
350043666,350041627,STAT1,0,M1,M2
350043666,350041627,IFNG_e,0,M1,M2
352065590,352129087,STAT1,0,M1,M2
352065590,352129087,IFNG_e,0,M1,M2
352129087,352065590,STAT1,1,M2,M1
352138783,352065590,GMCSF_e,0,M2,M1
352138783,352065590,FCGR,0,M2,M1
352138783,352065590,IC_e,0,M2,M1
352138783,352065590,SOCS1,0,M2,M1
352138783,352065590,STAT3_IL10,1,M2,M1
352138783,352065590,STAT5,0,M2,M1
352138783,352140820,STAT6,0,M2,M1
352138783,352140820,IL4_e,0,M2,M1
352138783,352140822,STAT1,1,M2,M1
352140822,352138783,IFNG_e,0,M1,M2
352140822,352138783,STAT1,0,M1,M2
360454198,360517695,STAT1,0,M1,M2
360454198,360517695,IFNG_e,0,M1,M2
360517695,360454198,STAT1,1,M2,M1
360527391,360454198,IC_e,0,M2,M1
360527391,360454198,GMCSF_e,0,M2,M1
360527391,360454198,FCGR,0,M2,M1
360527391,360454198,IL1B_e,0,M2,M1
360527391,360454198,SOCS1,0,M2,M1
360527391,360454198,STAT3_IL10,1,M2,M1
360527391,360454198,STAT5,0,M2,M1
360527391,360529428,STAT6,0,M2,M1
360527391,360529428,IL4_e,0,M2,M1
360527391,360529430,STAT1,1,M2,M1
360529430,360527391,STAT1,0,M1,M2
360529430,360527391,IFNG_e,0,M1,M2
366745650,366809147,STAT1,0,M1,M2
366745650,366809147,IFNG_e,0,M1,M2
366809147,366745650,STAT1,1,M2,M1
366818843,366745650,IC_e,0,M2,M1
366818843,366745650,GMCSF_e,0,M2,M1
366818843,366745650,FCGR,0,M2,M1
366818843,366745650,LPS_e,0,M2,M1
366818843,366745650,SOCS1,0,M2,M1
366818843,366745650,STAT3_IL10,1,M2,M1
366818843,366745650,STAT5,0,M2,M1
366818843,366820880,STAT6,0,M2,M1
366818843,366820880,IL4_e,0,M2,M1
366818843,366820882,STAT1,1,M2,M1
366820882,366818843,STAT1,0,M1,M2
366820882,366818843,IFNG_e,0,M1,M2
368842806,368906303,STAT1,0,M1,M2
368842806,368906303,IFNG_e,0,M1,M2
368906303,368842806,STAT1,1,M2,M1
368915999,368842806,GMCSF_e,0,M2,M1
368915999,368842806,FCGR,0,M2,M1
368915999,368842806,IC_e,0,M2,M1
368915999,368842806,SOCS1,0,M2,M1
368915999,368842806,STAT3_IL10,1,M2,M1
368915999,368842806,STAT5,0,M2,M1
368915999,368918036,STAT6,0,M2,M1
368915999,368918036,IL4_e,0,M2,M1
368915999,368918038,STAT1,1,M2,M1
368918038,368915999,IFNG_e,0,M1,M2
368918038,368915999,STAT1,0,M1,M2
377229375,377231414,STAT1,1,M2,M1
377229631,377231670,STAT1,1,M2b*,M1*
377229631,377247798,STAT1,1,M2b*,M1*
377229631,377362486,STAT1,1,M2b*,M1*
377231414,377229375,STAT1,0,M1,M2
377231414,377229375,IFNG_e,0,M1,M2
377231670,377360447,STAT1,0,M1*,M2b*
377231670,377360447,IFNG_e,0,M1*,M2b*
377231670,377245759,STAT1,0,M1*,M2b*
377231670,377229631,IFNG_e,0,M1*,M2b*
377231670,377229631,STAT1,0,M1*,M2b*
377231670,377245759,IFNG_e,0,M1*,M2b*
377239071,377362742,GMCSF_e,0,M2b*,M1
377239071,377362742,IC_e,0,M2b*,M1
377239071,377231670,SOCS1,0,M2b*,M1
377239071,377362742,FCGR,0,M2b*,M1
377239071,377241110,STAT1,1,M2,M1
377239071,377362742,SOCS1,0,M2b*,M1
377239071,377248054,STAT5,0,M2b*,M1
377239071,377241110,SOCS1,0,M2,M1
377239071,377231670,IL1B_e,0,M2b*,M1
377239071,377231670,GMCSF_e,0,M2b*,M1
377239071,377378870,FCGR,0,M2b*,M1
377239071,377378870,GMCSF_e,0,M2b*,M1
377239071,377378870,IC_e,0,M2b*,M1
377239071,377362742,IL1B_e,0,M2b*,M1
377239071,377248054,IC_e,0,M2b*,M1
377239071,377378870,STAT5,0,M2b*,M1
377239071,377379126,STAT5,0,M2b,M1
377239071,377248054,SOCS1,0,M2b*,M1
377239071,377231414,STAT5,0,M2,M1
377239071,377231670,IC_e,0,M2b*,M1
377239071,377231670,STAT3_IL10,1,M2b*,M1
377239071,377231670,STAT5,0,M2b*,M1
377239071,377247798,IC_e,0,M2b*,M1
377239071,377231414,IC_e,0,M2,M1
377239071,377231670,FCGR,0,M2b*,M1
377239071,377231414,SOCS1,0,M2,M1
377239071,377247798,FCGR,0,M2b*,M1
377239071,377247798,IL1B_e,0,M2b*,M1
377239071,377379126,STAT3_IL10,1,M2b,M1
377239071,377231414,STAT3_IL10,1,M2,M1
377239071,377362486,IC_e,0,M2b*,M1
377239071,377248054,GMCSF_e,0,M2b*,M1
377239071,377362742,STAT3_IL10,1,M2b*,M1
377239071,377248054,IL1B_e,0,M2b*,M1
377239071,377231414,GMCSF_e,0,M2,M1
377239071,377248054,STAT3_IL10,1,M2b*,M1
377239071,377241108,IL4_e,0,M2,M1
377239071,377241108,SOCS1,0,M2,M1
377239071,377241108,STAT6,0,M2,M1
377239071,377362486,STAT3_IL10,1,M2b*,M1
