final,initial,genes,values,initial_label,final_label
142151743,142350390,STAT1,1,M2b*,M1
142151743,142350390,STAT5,0,M2b*,M1
142151743,142563638,IC_e,0,M2b*,M1
142151743,142563638,IL1B_e,0,M2b*,M1
142151743,142563638,STAT1,1,M2b*,M1
142151743,142432566,FCGR,0,M2b*,M1
142151743,142432566,GMCSF_e,0,M2b*,M1
142151743,142432566,IC_e,0,M2b*,M1
142151743,142432566,IL1B_e,0,M2b*,M1
142151743,142432566,STAT1,1,M2b*,M1
142151743,142432566,STAT3_IL10,1,M2b*,M1
142151743,142547254,GMCSF_e,0,M2b*,M1
142151743,142547254,IC_e,0,M2b*,M1
142151743,142547254,IL1B_e,0,M2b*,M1
142151743,142547254,SOCS1,0,M2b*,M1
142151743,142547254,STAT1,1,M2b*,M1
142151743,142416182,GMCSF_e,0,M2b*,M1
142151743,142416182,SOCS1,0,M2b*,M1
142151743,142416182,STAT1,1,M2b*,M1
142151743,142416182,STAT3_IL10,1,M2b*,M1
142151743,142416182,STAT5,0,M2b*,M1
142151743,142481462,IC_e,0,M2b*,M1
142151743,142497846,FCGR,0,M2b*,M1
142151743,142497846,IC_e,0,M2b*,M1
142151743,142497846,IL1B_e,0,M2b*,M1
142151743,142497846,SOCS1,0,M2b*,M1
142151743,142497846,STAT1,1,M2b*,M1
142151743,142366774,FCGR,0,M2b*,M1
142151743,142366774,GMCSF_e,0,M2b*,M1
142151743,142366774,IC_e,0,M2b*,M1
142151743,142366774,IL1B_e,0,M2b*,M1
142151743,142366774,SOCS1,0,M2b*,M1
142151743,142366774,STAT1,1,M2b*,M1
142151743,142366774,STAT5,0,M2b*,M1
142151743,142432566,STAT5,0,M2b*,M1
142151743,142481462,IL1B_e,0,M2b*,M1
142151743,142481462,SOCS1,0,M2b*,M1
142151743,142563638,GMCSF_e,0,M2b*,M1
142151743,142563638,STAT3_IL10,1,M2b*,M1
142151743,142563638,FCGR,0,M2b*,M1
142151743,142547254,STAT5,0,M2b*,M1
142151743,142547254,STAT3_IL10,1,M2b*,M1
142350390,142151743,IFNG_e,0,M1,M2b*
142350390,142151743,STAT1,0,M1,M2b*
143200425,143493248,EGFR_e,1,M2c,M1
143200425,143493248,FCGR,1,M2c,M1
143200425,143493248,IC_e,1,M2c,M1
143200425,143493248,IL10_out,0,M2c,M1
143200425,143493248,IL10R,0,M2c,M1
143200425,143493248,SOCS3,0,M2c,M1
143200425,143493248,STAT1,1,M2c,M1
143200425,143493248,STAT3_IL10,0,M2c,M1
144249001,144541824,IC_e,1,M2c,M1
144249001,144541824,IL10_out,0,M2c,M1
144249001,144541824,IL10R,0,M2c,M1
144249001,144541824,STAT1,1,M2c,M1
144249001,144541824,STAT3_IL10,0,M2c,M1
144249001,144541824,SOCS3,0,M2c,M1
144249001,144541824,FCGR,1,M2c,M1
144249001,144541824,EGFR_e,1,M2c,M1
145297581,145590404,EGFR_e,1,M2c,M1
145297581,145590404,FCGR,1,M2c,M1
145297581,145590404,IC_e,1,M2c,M1
145297581,145590404,IL10_out,0,M2c,M1
145297581,145590404,IL10R,0,M2c,M1
145297581,145590404,SOCS3,0,M2c,M1
145297581,145590404,STAT1,1,M2c,M1
145297581,145590404,STAT3_IL10,0,M2c,M1
146346157,146638980,IC_e,1,M2c,M1
146346157,146638980,IL10_out,0,M2c,M1
146346157,146638980,IL10R,0,M2c,M1
146346157,146638980,STAT1,1,M2c,M1
146346157,146638980,STAT3_IL10,0,M2c,M1
146346157,146638980,SOCS3,0,M2c,M1
146346157,146638980,FCGR,1,M2c,M1
146346157,146638980,EGFR_e,1,M2c,M1
148443195,148772914,STAT1,1,M2b*,M1
148443195,148772914,STAT5,0,M2b*,M1
148443195,148641842,GMCSF_e,0,M2b*,M1
148443195,148641842,SOCS1,0,M2b*,M1
148443195,148641842,STAT1,1,M2b*,M1
148443195,148641842,STAT5,0,M2b*,M1
148443195,148855090,IC_e,0,M2b*,M1
148443195,148855090,LPS_e,0,M2b*,M1
148443195,148855090,STAT1,1,M2b*,M1
148443195,148724018,FCGR,0,M2b*,M1
148443195,148724018,GMCSF_e,0,M2b*,M1
148443195,148724018,IC_e,0,M2b*,M1
148443195,148724018,LPS_e,0,M2b*,M1
148443195,148724018,STAT1,1,M2b*,M1
148443195,148724018,STAT3_IL10,1,M2b*,M1
148443195,148838706,GMCSF_e,0,M2b*,M1
148443195,148838706,IC_e,0,M2b*,M1
148443195,148838706,LPS_e,0,M2b*,M1
148443195,148838706,SOCS1,0,M2b*,M1
148443195,148838706,STAT1,1,M2b*,M1
148443195,148707634,GMCSF_e,0,M2b*,M1
148443195,148707634,SOCS1,0,M2b*,M1
148443195,148707634,STAT1,1,M2b*,M1
148443195,148707634,STAT3_IL10,1,M2b*,M1
148443195,148707634,STAT5,0,M2b*,M1
148443195,148772914,IC_e,0,M2b*,M1
148443195,148789298,FCGR,0,M2b*,M1
148443195,148789298,IC_e,0,M2b*,M1
148443195,148789298,LPS_e,0,M2b*,M1
148443195,148789298,SOCS1,0,M2b*,M1
148443195,148789298,STAT1,1,M2b*,M1
148443195,148658226,FCGR,0,M2b*,M1
148443195,148658226,GMCSF_e,0,M2b*,M1
148443195,148658226,IC_e,0,M2b*,M1
148443195,148658226,LPS_e,0,M2b*,M1
148443195,148658226,SOCS1,0,M2b*,M1
148443195,148658226,STAT1,1,M2b*,M1
148443195,148658226,STAT5,0,M2b*,M1
148443195,148724018,STAT5,0,M2b*,M1
148443195,148772914,LPS_e,0,M2b*,M1
148443195,148772914,SOCS1,0,M2b*,M1
148443195,148855090,GMCSF_e,0,M2b*,M1
148443195,148855090,STAT3_IL10,1,M2b*,M1
148443195,148855090,FCGR,0,M2b*,M1
148443195,148838706,STAT5,0,M2b*,M1
148443195,148838706,STAT3_IL10,1,M2b*,M1
148641842,148443195,IFNG_e,0,M1,M2b*
148641842,148443195,STAT1,0,M1,M2b*
150540351,150870070,STAT5,0,M2b*,M1
150540351,150821174,STAT5,0,M2b*,M1
150540351,150738998,GMCSF_e,0,M2b*,M1
150540351,150738998,SOCS1,0,M2b*,M1
150540351,150738998,STAT1,1,M2b*,M1
150540351,150738998,STAT5,0,M2b*,M1
150540351,150952246,IC_e,0,M2b*,M1
150540351,150952246,STAT1,1,M2b*,M1
150540351,150952246,STAT3_IL10,1,M2b*,M1
150540351,150821174,FCGR,0,M2b*,M1
150540351,150821174,GMCSF_e,0,M2b*,M1
150540351,150821174,IC_e,0,M2b*,M1
150540351,150821174,STAT1,1,M2b*,M1
150540351,150821174,STAT3_IL10,1,M2b*,M1
150540351,150886454,IC_e,0,M2b*,M1
150540351,150935862,GMCSF_e,0,M2b*,M1
150540351,150935862,IC_e,0,M2b*,M1
150540351,150935862,SOCS1,0,M2b*,M1
150540351,150935862,STAT1,1,M2b*,M1
150540351,150935862,STAT3_IL10,1,M2b*,M1
150540351,150804790,GMCSF_e,0,M2b*,M1
150540351,150804790,SOCS1,0,M2b*,M1
150540351,150804790,STAT1,1,M2b*,M1
150540351,150804790,STAT3_IL10,1,M2b*,M1
150540351,150804790,STAT5,0,M2b*,M1
150540351,150870070,IC_e,0,M2b*,M1
150540351,150886454,FCGR,0,M2b*,M1
150540351,150870070,STAT1,1,M2b*,M1
150540351,150886454,SOCS1,0,M2b*,M1
150540351,150886454,STAT1,1,M2b*,M1
150540351,150755382,SOCS1,0,M2b*,M1
150540351,150755382,FCGR,0,M2b*,M1
150540351,150755382,GMCSF_e,0,M2b*,M1
150540351,150755382,IC_e,0,M2b*,M1
150540351,150755382,STAT1,1,M2b*,M1
150540351,150755382,STAT5,0,M2b*,M1
150540351,150952246,GMCSF_e,0,M2b*,M1
150540351,150870070,SOCS1,0,M2b*,M1
150540351,150952246,FCGR,0,M2b*,M1
150540351,150935862,STAT5,0,M2b*,M1
150738998,150540351,STAT1,0,M1,M2b*
150738998,150540351,IFNG_e,0,M1,M2b*
153686061,153978884,EGFR_e,1,M2c,M1
153686061,153978884,FCGR,1,M2c,M1
153686061,153978884,IC_e,1,M2c,M1
153686061,153978884,IL10_out,0,M2c,M1
153686061,153978884,IL10R,0,M2c,M1
153686061,153978884,SOCS3,0,M2c,M1
153686061,153978884,STAT1,1,M2c,M1
153686061,153978884,STAT3_IL10,0,M2c,M1
154734637,155027460,IC_e,1,M2c,M1
154734637,155027460,IL10_out,0,M2c,M1
154734637,155027460,IL10R,0,M2c,M1
154734637,155027460,STAT1,1,M2c,M1
154734637,155027460,STAT3_IL10,0,M2c,M1
154734637,155027460,SOCS3,0,M2c,M1
154734637,155027460,FCGR,1,M2c,M1
154734637,155027460,EGFR_e,1,M2c,M1
158928959,159258678,STAT1,1,M2b*,M1
158928959,159258678,STAT5,0,M2b*,M1
158928959,159127606,GMCSF_e,0,M2b*,M1
158928959,159127606,SOCS1,0,M2b*,M1
158928959,159127606,STAT1,1,M2b*,M1
158928959,159127606,STAT5,0,M2b*,M1
158928959,159340854,IC_e,0,M2b*,M1
158928959,159340854,IL1B_e,0,M2b*,M1
158928959,159340854,STAT1,1,M2b*,M1
158928959,159209782,FCGR,0,M2b*,M1
158928959,159209782,GMCSF_e,0,M2b*,M1
158928959,159209782,IC_e,0,M2b*,M1
158928959,159209782,IL1B_e,0,M2b*,M1
158928959,159209782,STAT1,1,M2b*,M1
158928959,159209782,STAT3_IL10,1,M2b*,M1
158928959,159324470,GMCSF_e,0,M2b*,M1
158928959,159324470,IC_e,0,M2b*,M1
158928959,159324470,IL1B_e,0,M2b*,M1
158928959,159324470,SOCS1,0,M2b*,M1
158928959,159324470,STAT1,1,M2b*,M1
158928959,159193398,GMCSF_e,0,M2b*,M1
158928959,159193398,SOCS1,0,M2b*,M1
158928959,159193398,STAT1,1,M2b*,M1
158928959,159193398,STAT3_IL10,1,M2b*,M1
158928959,159193398,STAT5,0,M2b*,M1
158928959,159258678,IC_e,0,M2b*,M1
158928959,159275062,FCGR,0,M2b*,M1
158928959,159275062,IC_e,0,M2b*,M1
158928959,159275062,IL1B_e,0,M2b*,M1
158928959,159275062,SOCS1,0,M2b*,M1
158928959,159275062,STAT1,1,M2b*,M1
158928959,159143990,FCGR,0,M2b*,M1
158928959,159143990,GMCSF_e,0,M2b*,M1
158928959,159143990,IC_e,0,M2b*,M1
158928959,159143990,IL1B_e,0,M2b*,M1
158928959,159143990,SOCS1,0,M2b*,M1
158928959,159143990,STAT1,1,M2b*,M1
158928959,159143990,STAT5,0,M2b*,M1
158928959,159209782,STAT5,0,M2b*,M1
158928959,159258678,IL1B_e,0,M2b*,M1
158928959,159258678,SOCS1,0,M2b*,M1
158928959,159340854,GMCSF_e,0,M2b*,M1
158928959,159340854,STAT3_IL10,1,M2b*,M1
158928959,159340854,FCGR,0,M2b*,M1
158928959,159324470,STAT5,0,M2b*,M1
158928959,159324470,STAT3_IL10,1,M2b*,M1
159127606,158928959,IFNG_e,0,M1,M2b*
159127606,158928959,STAT1,0,M1,M2b*
159977641,160270528,EGFR_e,1,M2d,M1
159977641,160270528,FCGR,1,M2d,M1
159977641,160270528,IC_e,1,M2d,M1
159977641,160270528,IL10_out,0,M2d,M1
159977641,160270528,IL10R,0,M2d,M1
159977641,160270528,SOCS3,0,M2d,M1
159977641,160270528,STAT1,1,M2d,M1
159977641,160270528,STAT3_IL10,0,M2d,M1
160960738,161026219,IFNG_e,0,M1,M2*
160960738,161026219,STAT1,0,M1,M2*
161026217,160960738,FCGR,1,M2*,M1
161026217,161108194,IL10_e,1,M2*,M1
161026217,161042914,IC_e,1,M2*,M1
161026217,161042914,FCGR,1,M2*,M1
161026217,161108194,FCGR,1,M2*,M1
161026217,161108194,IC_e,1,M2*,M1
161026217,160977122,IL10_out,1,M2*,M1
161026217,160977122,IL10R,1,M2*,M1
161026217,160977122,STAT3_IL10,1,M2*,M1
161026217,161026530,FCGR,1,M2*,M1
161026217,161026530,IC_e,1,M2*,M1
161026217,161026530,IL10_e,1,M2*,M1
161026217,161026530,IL10_out,1,M2*,M1
161026217,161042914,IL10_e,1,M2*,M1
161026217,161042914,IL10_out,1,M2*,M1
161026217,160977122,FCGR,1,M2*,M1
161026217,160960738,IL10_e,1,M2*,M1
161026217,160960738,IL10_out,1,M2*,M1
161026217,160960738,IL10R,1,M2*,M1
161026217,160960738,STAT3_IL10,1,M2*,M1
161026217,161108194,IL10_out,1,M2*,M1
161026217,161108194,IL10R,1,M2*,M1
161026217,161108194,STAT3_IL10,1,M2*,M1
161026217,161108194,STAT6,1,M2*,M1
161026217,161026530,IL10R,1,M2*,M1
161026217,161026530,STAT3_IL10,1,M2*,M1
161026217,160960738,IC_e,1,M2*,M1
161026217,161091810,STAT6,1,M2*,M1
161026217,161173986,FCGR,1,M2*,M1
161026217,161173986,IC_e,1,M2*,M1
161026217,161173986,IL10_e,1,M2*,M1
161026217,161173986,IL10_out,1,M2*,M1
161026217,161173986,IL10R,1,M2*,M1
161026217,161173986,STAT3_IL10,1,M2*,M1
161026217,161173986,STAT6,1,M2*,M1
161026217,160977122,IC_e,1,M2*,M1
161026217,160977122,IL10_e,1,M2*,M1
161026217,161042914,STAT6,1,M2*,M1
161026217,161319104,IC_e,1,M2d,M1
161026217,161319104,IL10_out,0,M2d,M1
161026217,161319104,IL10R,0,M2d,M1
161026217,160977122,STAT6,1,M2*,M1
161026217,161319104,STAT1,1,M2d,M1
161026217,161319104,STAT3_IL10,0,M2d,M1
161026217,161157602,STAT6,1,M2*,M1
161026217,161319104,SOCS3,0,M2d,M1
161026217,161091810,IL10R,1,M2*,M1
161026217,161091810,IC_e,1,M2*,M1
161026217,161091810,IL10_e,1,M2*,M1
161026217,161091810,IL10_out,1,M2*,M1
161026217,161091810,STAT3_IL10,1,M2*,M1
161026217,161157602,IL10R,1,M2*,M1
161026217,161157602,STAT3_IL10,1,M2*,M1
161026217,161042914,IL10R,1,M2*,M1
161026217,161042914,STAT3_IL10,1,M2*,M1
161026217,161091810,FCGR,1,M2*,M1
161026217,161157602,IC_e,1,M2*,M1
161026217,160960738,STAT6,1,M2*,M1
161026217,161157602,IL10_out,1,M2*,M1
161026217,161157602,FCGR,1,M2*,M1
161026217,161026530,STAT6,1,M2*,M1
161026217,161157602,IL10_e,1,M2*,M1
161026217,161319104,FCGR,1,M2d,M1
161026217,161319104,EGFR_e,1,M2d,M1
161026219,160977122,STAT5,0,M2*,M1
161026219,160977122,STAT1,1,M2*,M1
161026219,161173986,GMCSF_e,0,M2*,M1
161026219,161091810,STAT5,0,M2*,M1
161026219,161091810,STAT1,1,M2*,M1
161026219,161173986,STAT1,1,M2*,M1
161026219,161108194,SOCS1,0,M2*,M1
161026219,161157602,GMCSF_e,0,M2*,M1
161026219,161157602,SOCS1,0,M2*,M1
161026219,161157602,STAT1,1,M2*,M1
161026219,161157602,STAT5,0,M2*,M1
161026219,161026530,GMCSF_e,0,M2*,M1
161026219,161026530,SOCS1,0,M2*,M1
161026219,161026530,STAT1,1,M2*,M1
161026219,161091810,SOCS1,0,M2*,M1
161026219,160960738,GMCSF_e,0,M2*,M1
161026219,160960738,SOCS1,0,M2*,M1
161026219,160960738,STAT5,0,M2*,M1
161026219,161108194,STAT1,1,M2*,M1
161026219,161042914,STAT1,1,M2*,M1
161026219,161042914,GMCSF_e,0,M2*,M1
161026219,160977122,SOCS1,0,M2*,M1
161026219,161042914,STAT5,0,M2*,M1
161026219,161026530,STAT5,0,M2*,M1
161026219,160977122,GMCSF_e,0,M2*,M1
161026219,160960738,STAT1,1,M2*,M1
162074797,162367684,EGFR_e,1,M2d,M1
162074797,162367684,FCGR,1,M2d,M1
162074797,162367684,IC_e,1,M2d,M1
162074797,162367684,IL10_out,0,M2d,M1
162074797,162367684,IL10R,0,M2d,M1
162074797,162367684,SOCS3,0,M2d,M1
162074797,162367684,STAT1,1,M2d,M1
162074797,162367684,STAT3_IL10,0,M2d,M1
163057894,163123375,IFNG_e,0,M1,M2*
163057894,163123375,STAT1,0,M1,M2*
163123373,163057894,FCGR,1,M2*,M1
163123373,163205350,IL10_e,1,M2*,M1
163123373,163140070,IC_e,1,M2*,M1
163123373,163140070,FCGR,1,M2*,M1
163123373,163205350,FCGR,1,M2*,M1
163123373,163205350,IC_e,1,M2*,M1
163123373,163074278,IL10_out,1,M2*,M1
163123373,163074278,IL10R,1,M2*,M1
163123373,163074278,STAT3_IL10,1,M2*,M1
163123373,163123686,FCGR,1,M2*,M1
163123373,163123686,IC_e,1,M2*,M1
163123373,163123686,IL10_e,1,M2*,M1
163123373,163123686,IL10_out,1,M2*,M1
163123373,163140070,IL10_e,1,M2*,M1
163123373,163140070,IL10_out,1,M2*,M1
163123373,163074278,FCGR,1,M2*,M1
163123373,163057894,IL10_e,1,M2*,M1
163123373,163057894,IL10_out,1,M2*,M1
163123373,163057894,IL10R,1,M2*,M1
163123373,163057894,STAT3_IL10,1,M2*,M1
163123373,163205350,IL10_out,1,M2*,M1
163123373,163205350,IL10R,1,M2*,M1
163123373,163205350,STAT3_IL10,1,M2*,M1
163123373,163205350,STAT6,1,M2*,M1
163123373,163123686,IL10R,1,M2*,M1
163123373,163123686,STAT3_IL10,1,M2*,M1
163123373,163057894,IC_e,1,M2*,M1
163123373,163188966,STAT6,1,M2*,M1
163123373,163271142,FCGR,1,M2*,M1
163123373,163271142,IC_e,1,M2*,M1
163123373,163271142,IL10_e,1,M2*,M1
163123373,163271142,IL10_out,1,M2*,M1
163123373,163271142,IL10R,1,M2*,M1
163123373,163271142,STAT3_IL10,1,M2*,M1
163123373,163271142,STAT6,1,M2*,M1
163123373,163074278,IC_e,1,M2*,M1
163123373,163074278,IL10_e,1,M2*,M1
163123373,163140070,STAT6,1,M2*,M1
163123373,163416260,IC_e,1,M2d,M1
163123373,163416260,IL10_out,0,M2d,M1
163123373,163416260,IL10R,0,M2d,M1
163123373,163074278,STAT6,1,M2*,M1
163123373,163416260,STAT1,1,M2d,M1
163123373,163416260,STAT3_IL10,0,M2d,M1
163123373,163254758,STAT6,1,M2*,M1
163123373,163416260,SOCS3,0,M2d,M1
163123373,163188966,IL10R,1,M2*,M1
163123373,163188966,IC_e,1,M2*,M1
163123373,163188966,IL10_e,1,M2*,M1
163123373,163188966,IL10_out,1,M2*,M1
163123373,163188966,STAT3_IL10,1,M2*,M1
163123373,163254758,IL10R,1,M2*,M1
163123373,163254758,STAT3_IL10,1,M2*,M1
163123373,163140070,IL10R,1,M2*,M1
163123373,163140070,STAT3_IL10,1,M2*,M1
163123373,163188966,FCGR,1,M2*,M1
163123373,163254758,IC_e,1,M2*,M1
163123373,163057894,STAT6,1,M2*,M1
163123373,163254758,IL10_out,1,M2*,M1
163123373,163254758,FCGR,1,M2*,M1
163123373,163123686,STAT6,1,M2*,M1
163123373,163254758,IL10_e,1,M2*,M1
163123373,163416260,FCGR,1,M2d,M1
163123373,163416260,EGFR_e,1,M2d,M1
163123375,163074278,STAT5,0,M2*,M1
163123375,163074278,STAT1,1,M2*,M1
163123375,163271142,GMCSF_e,0,M2*,M1
163123375,163188966,STAT5,0,M2*,M1
163123375,163188966,STAT1,1,M2*,M1
163123375,163271142,STAT1,1,M2*,M1
163123375,163205350,SOCS1,0,M2*,M1
163123375,163254758,GMCSF_e,0,M2*,M1
163123375,163254758,SOCS1,0,M2*,M1
163123375,163254758,STAT1,1,M2*,M1
163123375,163254758,STAT5,0,M2*,M1
163123375,163123686,GMCSF_e,0,M2*,M1
163123375,163123686,SOCS1,0,M2*,M1
163123375,163123686,STAT1,1,M2*,M1
163123375,163188966,SOCS1,0,M2*,M1
163123375,163057894,GMCSF_e,0,M2*,M1
163123375,163057894,SOCS1,0,M2*,M1
163123375,163057894,STAT5,0,M2*,M1
163123375,163205350,STAT1,1,M2*,M1
163123375,163140070,STAT1,1,M2*,M1
163123375,163140070,GMCSF_e,0,M2*,M1
163123375,163074278,SOCS1,0,M2*,M1
163123375,163140070,STAT5,0,M2*,M1
163123375,163123686,STAT5,0,M2*,M1
163123375,163074278,GMCSF_e,0,M2*,M1
163123375,163057894,STAT1,1,M2*,M1
165220411,165550130,STAT1,1,M2b*,M1
165220411,165550130,STAT5,0,M2b*,M1
165220411,165419058,GMCSF_e,0,M2b*,M1
165220411,165419058,SOCS1,0,M2b*,M1
165220411,165419058,STAT1,1,M2b*,M1
165220411,165419058,STAT5,0,M2b*,M1
165220411,165632306,IC_e,0,M2b*,M1
165220411,165632306,LPS_e,0,M2b*,M1
165220411,165632306,STAT1,1,M2b*,M1
165220411,165501234,FCGR,0,M2b*,M1
165220411,165501234,GMCSF_e,0,M2b*,M1
165220411,165501234,IC_e,0,M2b*,M1
165220411,165501234,LPS_e,0,M2b*,M1
165220411,165501234,STAT1,1,M2b*,M1
165220411,165501234,STAT3_IL10,1,M2b*,M1
165220411,165615922,GMCSF_e,0,M2b*,M1
165220411,165615922,IC_e,0,M2b*,M1
165220411,165615922,LPS_e,0,M2b*,M1
165220411,165615922,SOCS1,0,M2b*,M1
165220411,165615922,STAT1,1,M2b*,M1
165220411,165484850,GMCSF_e,0,M2b*,M1
165220411,165484850,SOCS1,0,M2b*,M1
165220411,165484850,STAT1,1,M2b*,M1
165220411,165484850,STAT3_IL10,1,M2b*,M1
165220411,165484850,STAT5,0,M2b*,M1
165220411,165550130,IC_e,0,M2b*,M1
165220411,165566514,FCGR,0,M2b*,M1
165220411,165566514,IC_e,0,M2b*,M1
165220411,165566514,LPS_e,0,M2b*,M1
165220411,165566514,SOCS1,0,M2b*,M1
165220411,165566514,STAT1,1,M2b*,M1
165220411,165435442,FCGR,0,M2b*,M1
165220411,165435442,GMCSF_e,0,M2b*,M1
165220411,165435442,IC_e,0,M2b*,M1
165220411,165435442,LPS_e,0,M2b*,M1
165220411,165435442,SOCS1,0,M2b*,M1
165220411,165435442,STAT1,1,M2b*,M1
165220411,165435442,STAT5,0,M2b*,M1
165220411,165501234,STAT5,0,M2b*,M1
165220411,165550130,LPS_e,0,M2b*,M1
165220411,165550130,SOCS1,0,M2b*,M1
165220411,165632306,GMCSF_e,0,M2b*,M1
165220411,165632306,STAT3_IL10,1,M2b*,M1
165220411,165632306,FCGR,0,M2b*,M1
165220411,165615922,STAT5,0,M2b*,M1
165220411,165615922,STAT3_IL10,1,M2b*,M1
165419058,165220411,IFNG_e,0,M1,M2b*
165419058,165220411,STAT1,0,M1,M2b*
167317567,167647286,STAT5,0,M2b*,M1
167317567,167598390,STAT5,0,M2b*,M1
167317567,167516214,GMCSF_e,0,M2b*,M1
167317567,167516214,SOCS1,0,M2b*,M1
167317567,167516214,STAT1,1,M2b*,M1
167317567,167516214,STAT5,0,M2b*,M1
167317567,167729462,IC_e,0,M2b*,M1
167317567,167729462,STAT1,1,M2b*,M1
167317567,167729462,STAT3_IL10,1,M2b*,M1
167317567,167598390,FCGR,0,M2b*,M1
167317567,167598390,GMCSF_e,0,M2b*,M1
167317567,167598390,IC_e,0,M2b*,M1
167317567,167598390,STAT1,1,M2b*,M1
167317567,167598390,STAT3_IL10,1,M2b*,M1
167317567,167663670,IC_e,0,M2b*,M1
167317567,167713078,GMCSF_e,0,M2b*,M1
167317567,167713078,IC_e,0,M2b*,M1
167317567,167713078,SOCS1,0,M2b*,M1
167317567,167713078,STAT1,1,M2b*,M1
167317567,167713078,STAT3_IL10,1,M2b*,M1
167317567,167582006,GMCSF_e,0,M2b*,M1
167317567,167582006,SOCS1,0,M2b*,M1
167317567,167582006,STAT1,1,M2b*,M1
167317567,167582006,STAT3_IL10,1,M2b*,M1
167317567,167582006,STAT5,0,M2b*,M1
167317567,167647286,IC_e,0,M2b*,M1
167317567,167663670,FCGR,0,M2b*,M1
167317567,167647286,STAT1,1,M2b*,M1
167317567,167663670,SOCS1,0,M2b*,M1
167317567,167663670,STAT1,1,M2b*,M1
167317567,167532598,SOCS1,0,M2b*,M1
167317567,167532598,FCGR,0,M2b*,M1
167317567,167532598,GMCSF_e,0,M2b*,M1
167317567,167532598,IC_e,0,M2b*,M1
167317567,167532598,STAT1,1,M2b*,M1
167317567,167532598,STAT5,0,M2b*,M1
167317567,167729462,GMCSF_e,0,M2b*,M1
167317567,167647286,SOCS1,0,M2b*,M1
167317567,167729462,FCGR,0,M2b*,M1
167317567,167713078,STAT5,0,M2b*,M1
167516214,167317567,STAT1,0,M1,M2b*
167516214,167317567,IFNG_e,0,M1,M2b*
175788351,176052534,IC_e,0,M2b,M1
175788351,176052534,IL1B_e,0,M2b,M1
175788351,176052534,FCGR,0,M2b,M1
175788351,176052534,GMCSF_e,0,M2b,M1
175788351,176052534,STAT3_IL10,1,M2b,M1
175788351,176052534,STAT5,0,M2b,M1
175788351,176052534,SOCS1,0,M2b,M1
175788351,176052534,STAT1,1,M2b,M1
176052534,175788351,IFNG_e,0,M1,M2b
176052534,175788351,STAT1,0,M1,M2b
182079803,182343986,IC_e,0,M2b,M1
182079803,182343986,LPS_e,0,M2b,M1
182079803,182343986,FCGR,0,M2b,M1
182079803,182343986,GMCSF_e,0,M2b,M1
182079803,182343986,STAT3_IL10,1,M2b,M1
182079803,182343986,STAT5,0,M2b,M1
182079803,182343986,SOCS1,0,M2b,M1
182079803,182343986,STAT1,1,M2b,M1
182343986,182079803,IFNG_e,0,M1,M2b
182343986,182079803,STAT1,0,M1,M2b
184176959,184441142,IC_e,0,M2b,M1
184176959,184441142,SOCS1,0,M2b,M1
184176959,184441142,FCGR,0,M2b,M1
184176959,184441142,GMCSF_e,0,M2b,M1
184176959,184441142,STAT5,0,M2b,M1
184176959,184441142,STAT1,1,M2b,M1
184176959,184441142,STAT3_IL10,1,M2b,M1
184441142,184176959,STAT1,0,M1,M2b
184441142,184176959,IFNG_e,0,M1,M2b
192565567,192829750,IC_e,0,M2b,M1
192565567,192829750,IL1B_e,0,M2b,M1
192565567,192829750,FCGR,0,M2b,M1
192565567,192829750,GMCSF_e,0,M2b,M1
192565567,192829750,STAT3_IL10,1,M2b,M1
192565567,192829750,STAT5,0,M2b,M1
192565567,192829750,SOCS1,0,M2b,M1
192565567,192829750,STAT1,1,M2b,M1
192829750,192565567,IFNG_e,0,M1,M2b
192829750,192565567,STAT1,0,M1,M2b
194662825,194662882,STAT6,1,M2,M1
194662825,194662882,IL10_out,1,M2,M1
194662825,194662882,IL10R,1,M2,M1
194662825,194662882,IC_e,1,M2,M1
194662825,194662882,IL10_e,1,M2,M1
194662825,194662882,STAT3_IL10,1,M2,M1
194662825,194662882,FCGR,1,M2,M1
194662827,194662882,GMCSF_e,0,M2,M1
194662827,194662882,STAT5,0,M2,M1
194662827,194662882,SOCS1,0,M2,M1
194662827,194662882,STAT1,1,M2,M1
194662882,194662827,STAT1,0,M1,M2
194662882,194662827,IFNG_e,0,M1,M2
196759981,196760038,STAT6,1,M2,M1
196759981,196760038,IL10_out,1,M2,M1
196759981,196760038,IL10R,1,M2,M1
196759981,196760038,IC_e,1,M2,M1
196759981,196760038,IL10_e,1,M2,M1
196759981,196760038,STAT3_IL10,1,M2,M1
196759981,196760038,FCGR,1,M2,M1
196759983,196760038,GMCSF_e,0,M2,M1
196759983,196760038,STAT5,0,M2,M1
196759983,196760038,SOCS1,0,M2,M1
196759983,196760038,STAT1,1,M2,M1
196760038,196759983,STAT1,0,M1,M2
196760038,196759983,IFNG_e,0,M1,M2
198857019,199121202,IC_e,0,M2b,M1
198857019,199121202,LPS_e,0,M2b,M1
198857019,199121202,FCGR,0,M2b,M1
198857019,199121202,GMCSF_e,0,M2b,M1
198857019,199121202,STAT3_IL10,1,M2b,M1
198857019,199121202,STAT5,0,M2b,M1
198857019,199121202,SOCS1,0,M2b,M1
198857019,199121202,STAT1,1,M2b,M1
199121202,198857019,IFNG_e,0,M1,M2b
199121202,198857019,STAT1,0,M1,M2b
200954175,201218358,IC_e,0,M2b,M1
200954175,201218358,SOCS1,0,M2b,M1
