"attractor","state","label"
1223,470662656,"M2a"
1224,202227200,"M2a"
1225,336444928,"M2a"
1226,68009472,"M2a"
1227,337493504,"M2a"
1228,69058048,"M2a"
1229,471711232,"M2a"
1230,203275776,"M2a"
1231,488488448,"M2a"
1232,220052992,"M2a"
1233,354270720,"M2a"
1234,85835264,"M2a"
1235,358465024,"M2a"
1236,90029568,"M2a"
1237,492682752,"M2a"
1238,224247296,"M2a"
1239,475905536,"M2a"
1240,207470080,"M2a"
1241,341687808,"M2a"
1242,73252352,"M2a"
1243,375176704,"M2a"
1244,106741248,"M2a"
1245,391953920,"M2a"
1246,123518464,"M2a"
1247,387759616,"M2a"
1248,119324160,"M2a"
1249,370982400,"M2a"
1250,102546944,"M2a"
1251,369933824,"M2a"
1252,101498368,"M2a"
1253,386711040,"M2a"
1254,118275584,"M2a"
1255,390905344,"M2a"
1256,122469888,"M2a"
1257,374128128,"M2a"
1258,105692672,"M2a"
1259,373603840,"M2a"
1260,105168384,"M2a"
1261,390381056,"M2a"
1262,121945600,"M2a"
1263,386186752,"M2a"
1264,117751296,"M2a"
1265,369409536,"M2a"
1266,100974080,"M2a"
1267,370458112,"M2a"
1268,102022656,"M2a"
1269,387235328,"M2a"
1270,118799872,"M2a"
1271,391429632,"M2a"
1272,122994176,"M2a"
1273,374652416,"M2a"
1274,106216960,"M2a"
1275,307529728,"M2c"
1276,39094272,"M2c"
1277,324306944,"M2c"
1278,55871488,"M2c"
1279,320112640,"M2c"
1280,51677184,"M2c"
1281,303335424,"M2c"
1282,34899968,"M2c"
1283,302286848,"M2c"
1284,33851392,"M2c"
1285,319064064,"M2c"
1286,50628608,"M2c"
1287,323258368,"M2c"
1288,54822912,"M2c"
1289,306481152,"M2c"
1290,38045696,"M2c"
1291,272992256,"M2c"
1292,4556800,"M2c"
1293,407209984,"M2c"
1294,138774528,"M2c"
1295,423987200,"M2c"
1296,155551744,"M2c"
1297,289769472,"M2c"
1298,21334016,"M2c"
1299,285575168,"M2c"
1300,17139712,"M2c"
1301,419792896,"M2c"
1302,151357440,"M2c"
1303,403015680,"M2c"
1304,134580224,"M2c"
1305,268797952,"M2c"
1306,362496,"M2c"
1307,269846528,"M2c"
1308,1411072,"M2c"
1309,404064256,"M2c"
1310,135628800,"M2c"
1311,420841472,"M2c"
1312,152406016,"M2c"
1313,286623744,"M2c"
1314,18188288,"M2c"
1315,290818048,"M2c"
1316,22382592,"M2c"
1317,425035776,"M2c"
1318,156600320,"M2c"
1319,408258560,"M2c"
1320,139823104,"M2c"
1321,274040832,"M2c"
1322,5605376,"M2c"
1323,274565120,"M2c"
1324,6129664,"M2c"
1325,408782848,"M2c"
1326,140347392,"M2c"
1327,404588544,"M2c"
1328,136153088,"M2c"
1329,270370816,"M2c"
1330,1935360,"M2c"
1331,287148032,"M2c"
1332,18712576,"M2c"
1333,421365760,"M2c"
1334,152930304,"M2c"
1335,425560064,"M2c"
1336,157124608,"M2c"
1337,291342336,"M2c"
1338,22906880,"M2c"
1339,290293760,"M2c"
1340,21858304,"M2c"
1341,424511488,"M2c"
1342,156076032,"M2c"
1343,407734272,"M2c"
1344,139298816,"M2c"
1345,273516544,"M2c"
1346,5081088,"M2c"
1347,269322240,"M2c"
1348,886784,"M2c"
1349,403539968,"M2c"
1350,135104512,"M2c"
1351,420317184,"M2c"
1352,151881728,"M2c"
1353,286099456,"M2c"
1354,17664000,"M2c"
1355,288196612,"M2c"
1356,19761156,"M2c"
1357,422414340,"M2c"
1358,153978884,"M2c"
1359,405637124,"M2c"
1360,137201668,"M2c"
1361,271419396,"M2c"
1362,2983940,"M2c"
1363,272467972,"M2c"
1364,4032516,"M2c"
1365,406685700,"M2c"
1366,138250244,"M2c"
1367,423462916,"M2c"
1368,155027460,"M2c"
1369,289245188,"M2c"
1370,20809732,"M2c"
1371,288720900,"M2c"
1372,20285444,"M2c"
1373,422938628,"M2c"
1374,154503172,"M2c"
1375,406161412,"M2c"
1376,137725956,"M2c"
1377,271943684,"M2c"
1378,3508228,"M2c"
1379,270895108,"M2c"
1380,2459652,"M2c"
1381,405112836,"M2c"
1382,136677380,"M2c"
1383,421890052,"M2c"
1384,153454596,"M2c"
1385,287672324,"M2c"
1386,19236868,"M2c"
1387,321161220,"M2c"
1388,52725764,"M2c"
1389,304384004,"M2c"
1390,35948548,"M2c"
1391,305432580,"M2c"
1392,36997124,"M2c"
1393,322209796,"M2c"
1394,53774340,"M2c"
1395,455526404,"M2c"
1396,187090948,"M2c"
1397,438749188,"M2c"
1398,170313732,"M2c"
1399,439797764,"M2c"
1400,171362308,"M2c"
1401,456574980,"M2c"
1402,188139524,"M2c"
1403,462866624,"M2d"
1404,194431168,"M2d"
1405,461818048,"M2d"
1406,193382592,"M2d"
1407,445040768,"M2c"
1408,176605312,"M2c"
1409,446089344,"M2c"
1410,177653888,"M2c"
1411,505347584,"M2a"
1412,236912128,"M2a"
1413,522124800,"M2a"
1414,253689344,"M2a"
1415,526319104,"M2a"
1416,257883648,"M2a"
1417,509541888,"M2a"
1418,241106432,"M2a"
1419,508493312,"M2a"
1420,240057856,"M2a"
1421,525270528,"M2a"
1422,256835072,"M2a"
1423,521076224,"M2a"
1424,252640768,"M2a"
1425,504299008,"M2a"
1426,235863552,"M2a"
1427,503774720,"M2a"
1428,235339264,"M2a"
1429,520551936,"M2a"
1430,252116480,"M2a"
1431,524746240,"M2a"
1432,256310784,"M2a"
1433,507969024,"M2a"
1434,239533568,"M2a"
1435,509017600,"M2a"
1436,240582144,"M2a"
1437,525794816,"M2a"
1438,257359360,"M2a"
1439,521600512,"M2a"
1440,253165056,"M2a"
1441,504823296,"M2a"
1442,236387840,"M2a"
1443,437700608,"M2c"
1444,169265152,"M2c"
1445,454477824,"M2c"
1446,186042368,"M2c"
1447,458672128,"M2c"
1448,190236672,"M2c"
1449,441894912,"M2c"
1450,173459456,"M2c"
1451,440846336,"M2c"
1452,172410880,"M2c"
1453,457623552,"M2c"
1454,189188096,"M2c"
1455,453429248,"M2c"
1456,184993792,"M2c"
1457,436652032,"M2c"
1458,168216576,"M2c"
1459,184696832,"M0"
1460,167919616,"M0"
1461,188891136,"M0"
1462,172113920,"M0"
1463,37748736,"M0"
1464,4194304,"M0"
1465,54525952,"M0"
1466,20971520,"M0"
1467,50331648,"M0"
1468,16777216,"M0"
1469,33554432,"M0"
1470,0,"M0"
1471,151535617,"M0*"
1471,151715841,"M0*"
1472,134758401,"M0*"
1472,134938625,"M0*"
1473,155729921,"M0*"
1473,155910145,"M0*"
1474,138952705,"M0*"
1474,139132929,"M0*"
1475,210269825,"M0*"
1475,210450049,"M0*"
1476,227047041,"M0*"
1476,227227265,"M0*"
1477,211318401,"M0*"
1477,211498625,"M0*"
1478,228095617,"M0*"
1478,228275841,"M0*"
1479,202929665,"M0*"
1479,203109889,"M0*"
1480,219706881,"M0*"
1480,219887105,"M0*"
1481,207123969,"M0*"
1481,207304193,"M0*"
1482,223901185,"M0*"
1482,224081409,"M0*"
1483,206075393,"M0*"
1483,206255617,"M0*"
1484,222852609,"M0*"
1484,223032833,"M0*"
1485,201881089,"M0*"
1485,202061313,"M0*"
1486,218658305,"M0*"
1486,218838529,"M0*"
1487,220755461,"M0*"
1487,220935685,"M0*"
1488,203978245,"M0*"
1488,204158469,"M0*"
1489,221804037,"M0*"
1489,221984261,"M0*"
1490,205026821,"M0*"
1490,205207045,"M0*"
1491,230192773,"M0*"
1491,230372997,"M0*"
1492,213415557,"M0*"
1492,213595781,"M0*"
1493,229144197,"M0*"
1493,229324421,"M0*"
1494,212366981,"M0*"
1494,212547205,"M0*"
1495,484212242,"M2*"
1495,484392466,"M2*"
1496,215776786,"M2*"
1496,215957010,"M2*"
1497,500989458,"M2*"
1497,501169682,"M2*"
1498,232554002,"M2*"
1498,232734226,"M2*"
1499,500465170,"M2*"
1499,500645394,"M2*"
1500,232029714,"M2*"
1500,232209938,"M2*"
1501,483687954,"M2*"
1501,483868178,"M2*"
1502,215252498,"M2*"
1502,215432722,"M2*"
1503,157827133,"M1*"
1503,158007613,"M1*"
1504,141049917,"M1*"
1504,141230397,"M1*"
1505,166215741,"M1*"
1505,166396221,"M1*"
1506,149438525,"M1*"
1506,149619005,"M1*"
1507,418136125,"M1*"
1507,418316605,"M1*"
1508,434913341,"M1*"
1508,435093821,"M1*"
1509,409747517,"M1*"
1509,409927997,"M1*"
1510,426524733,"M1*"
1510,426705213,"M1*"
1511,417087547,"M1*"
1511,417268027,"M1*"
1512,433864763,"M1*"
1512,434045243,"M1*"
1513,164118585,"M1*"
1513,164299065,"M1*"
1514,147341369,"M1*"
1514,147521849,"M1*"
1515,432816185,"M1*"
1515,432996665,"M1*"
1516,416038969,"M1*"
1516,416219449,"M1*"
1517,149178420,"M2b*"
1517,149358900,"M2b*"
1518,417613876,"M2b*"
1518,417794356,"M2b*"
1519,165955636,"M2b*"
1519,166136116,"M2b*"
1520,434391092,"M2b*"
1520,434571572,"M2b*"
1521,157567028,"M2b*"
1521,157747508,"M2b*"
1522,426002484,"M2b*"
1522,426182964,"M2b*"
1523,140789812,"M2b*"
1523,140970292,"M2b*"
1524,409225268,"M2b*"
1524,409405748,"M2b*"
1525,416565298,"M2b*"
1525,416745778,"M2b*"
1526,148129842,"M2b*"
1526,148310322,"M2b*"
1527,433342514,"M2b*"
1527,433522994,"M2b*"
1528,164907058,"M2b*"
1528,165087538,"M2b*"
1529,432293936,"M2b*"
1529,432474416,"M2b*"
1530,163858480,"M2b*"
1530,164038960,"M2b*"
1531,415516720,"M2b*"
1531,415697200,"M2b*"
1532,147081264,"M2b*"
1532,147261744,"M2b*"
1533,152059906,"M0*"
1533,152240130,"M0*"
1534,135282690,"M0*"
1534,135462914,"M0*"
1535,156254210,"M0*"
1535,156434434,"M0*"
1536,139476994,"M0*"
1536,139657218,"M0*"
1537,138428416,"M0*"
1537,138608640,"M0*"
1538,155205632,"M0*"
1538,155385856,"M0*"
1539,134234112,"M0*"
1539,134414336,"M0*"
1540,151011328,"M0*"
1540,151191552,"M0*"
1541,159400160,"M2*"
1541,159580640,"M2*"
1542,142622880,"il6*"
1542,142803360,"il6*"
1543,136331300,"il6*"
1543,136511780,"il6*"
1544,153108516,"il6*"
1544,153288996,"il6*"
1545,144720036,"il6*"
1545,144900516,"il6*"
1546,161497316,"M2*"
1546,161677796,"M2*"
1547,143671458,"il6*"
1547,143851938,"il6*"
1548,160448738,"M2*"
1548,160629218,"M2*"
1549,162545894,"M2*"
1549,162726374,"M2*"
1550,145768614,"il6*"
1550,145949094,"il6*"
1551,154157094,"il6*"
1551,154337574,"il6*"
1552,137379878,"il6*"
1552,137560358,"il6*"
1553,410796095,"M1*"
1553,410976575,"M1*"
1554,427573311,"M1*"
1554,427753791,"M1*"
1555,419184703,"M1*"
1555,419365183,"M1*"
1556,435961919,"M1*"
1556,436142399,"M1*"
1557,427051062,"M2b*"
1557,427231542,"M2b*"
1558,158615606,"M2b*"
1558,158796086,"M2b*"
1559,410273846,"M2b*"
1559,410454326,"M2b*"
1560,141838390,"M2b*"
1560,142018870,"M2b*"
1561,418662454,"M2b*"
1561,418842934,"M2b*"
1562,150226998,"M2b*"
1562,150407478,"M2b*"
1563,435439670,"M2b*"
1563,435620150,"M2b*"
1564,167004214,"M2b*"
1564,167184694,"M2b*"
1565,502562326,"M2*"
1565,502742550,"M2*"
1566,234126870,"M2*"
1566,234307094,"M2*"
1567,485785110,"M2*"
1567,485965334,"M2*"
1568,217349654,"M2*"
1568,217529878,"M2*"
1569,477396502,"M2*"
1569,477576726,"M2*"
1570,208961046,"M2*"
1570,209141270,"M2*"
1571,494173718,"M2*"
1571,494353942,"M2*"
1572,225738262,"M2*"
1572,225918486,"M2*"
1573,494698006,"M2*"
1573,494878230,"M2*"
1574,226262550,"M2*"
1574,226442774,"M2*"
1575,477920790,"M2*"
1575,478101014,"M2*"
1576,209485334,"M2*"
1576,209665558,"M2*"
1577,486309398,"M2*"
1577,486489622,"M2*"
1578,217873942,"M2*"
1578,218054166,"M2*"
1579,503086614,"M2*"
1579,503266838,"M2*"
1580,234651158,"M2*"
1580,234831382,"M2*"
1581,230981136,"M2*"
1581,231161360,"M2*"
1582,499416592,"M2*"
1582,499596816,"M2*"
1583,214203920,"M2*"
1583,214384144,"M2*"
1584,482639376,"M2*"
1584,482819600,"M2*"
1585,215252496,"M2*"
1585,215432720,"M2*"
1586,483687952,"M2*"
1586,483868176,"M2*"
1587,232029712,"M2*"
1587,232209936,"M2*"
1588,500465168,"M2*"
1588,500645392,"M2*"
1589,232554000,"M2*"
1589,232734224,"M2*"
1590,500989456,"M2*"
1590,501169680,"M2*"
1591,215776784,"M2*"
1591,215957008,"M2*"
1592,484212240,"M2*"
1592,484392464,"M2*"
1593,214728208,"M2*"
1593,214908432,"M2*"
1594,483163664,"M2*"
1594,483343888,"M2*"
1595,231505424,"M2*"
1595,231685648,"M2*"
1596,499940880,"M2*"
1596,500121104,"M2*"
1597,502038036,"M2*"
1597,502218260,"M2*"
1598,233602580,"M2*"
1598,233782804,"M2*"
1599,485260820,"M2*"
1599,485441044,"M2*"
1600,216825364,"M2*"
1600,217005588,"M2*"
1601,476872212,"M2*"
1601,477052436,"M2*"
1602,208436756,"M2*"
1602,208616980,"M2*"
1603,493649428,"M2*"
1603,493829652,"M2*"
1604,225213972,"M2*"
1604,225394196,"M2*"
1605,494698004,"M2*"
1605,494878228,"M2*"
1606,226262548,"M2*"
1606,226442772,"M2*"
1607,477920788,"M2*"
1607,478101012,"M2*"
1608,209485332,"M2*"
1608,209665556,"M2*"
1609,486309396,"M2*"
1609,486489620,"M2*"
1610,217873940,"M2*"
1610,218054164,"M2*"
1611,503086612,"M2*"
1611,503266836,"M2*"
1612,234651156,"M2*"
1612,234831380,"M2*"
1613,502562324,"M2*"
1613,502742548,"M2*"
1614,234126868,"M2*"
1614,234307092,"M2*"
1615,485785108,"M2*"
1615,485965332,"M2*"
1616,217349652,"M2*"
1616,217529876,"M2*"
1617,477396500,"M2*"
1617,477576724,"M2*"
1618,208961044,"M2*"
1618,209141268,"M2*"
1619,494173716,"M2*"
1619,494353940,"M2*"
1620,225738260,"M2*"
1620,225918484,"M2*"
1621,493125140,"M2*"
1621,493305364,"M2*"
1622,224689684,"M2*"
1622,224869908,"M2*"
1623,476347924,"M2*"
1623,476528148,"M2*"
1624,207912468,"M2*"
1624,208092692,"M2*"
1625,484736532,"M2*"
1625,484916756,"M2*"
1626,216301076,"M2*"
1626,216481300,"M2*"
1627,501513748,"M2*"
1627,501693972,"M2*"
1628,233078292,"M2*"
1628,233258516,"M2*"
1629,502035989,"M0*"
1629,502216213,"M0*"
1630,485258773,"M0*"
1630,485438997,"M0*"
1631,493647381,"M0*"
1631,493827605,"M0*"
1632,476870165,"M0*"
1632,477050389,"M0*"
1633,494695957,"M0*"
1633,494876181,"M0*"
1634,477918741,"M0*"
1634,478098965,"M0*"
1635,503084565,"M0*"
1635,503264789,"M0*"
1636,486307349,"M0*"
1636,486487573,"M0*"
1637,500987409,"M0*"
1637,501167633,"M0*"
1638,484210193,"M0*"
1638,484390417,"M0*"
1639,499938833,"M0*"
1639,500119057,"M0*"
1640,483161617,"M0*"
1640,483341841,"M0*"
1641,231241233,"M0*"
1641,231421457,"M0*"
1642,214464017,"M0*"
1642,214644241,"M0*"
1643,232289809,"M0*"
1643,232470033,"M0*"
1644,215512593,"M0*"
1644,215692817,"M0*"
1645,225998357,"M0*"
1645,226178581,"M0*"
1646,209221141,"M0*"
1646,209401365,"M0*"
1647,224949781,"M0*"
1647,225130005,"M0*"
1648,208172565,"M0*"
1648,208352789,"M0*"
1649,233338389,"M0*"
1649,233518613,"M0*"
1650,216561173,"M0*"
1650,216741397,"M0*"
1651,234386965,"M0*"
1651,234567189,"M0*"
1652,217609749,"M0*"
1652,217789973,"M0*"
1653,494695967,"M1*"
1653,494876191,"M1*"
1654,477918751,"M1*"
1654,478098975,"M1*"
1655,503084575,"M1*"
1655,503264799,"M1*"
1656,486307359,"M1*"
1656,486487583,"M1*"
1657,500987419,"M1*"
1657,501167643,"M1*"
1658,484210203,"M1*"
1658,484390427,"M1*"
1659,234386975,"M1*"
1659,234567199,"M1*"
1660,217609759,"M1*"
1660,217789983,"M1*"
1661,225998367,"M1*"
1661,226178591,"M1*"
1662,209221151,"M1*"
1662,209401375,"M1*"
1663,162021549,"M1*"
1663,162202029,"M1*"
1664,145244333,"M1*"
1664,145424813,"M1*"
1665,159924393,"M1*"
1665,160104873,"M1*"
1666,143147177,"M1*"
1666,143327657,"M1*"
1667,213415567,"M1*"
1667,213595791,"M1*"
1668,230192783,"M1*"
1668,230373007,"M1*"
1669,146292911,"M1*"
1669,146473391,"M1*"
1670,163070127,"M1*"
1670,163250607,"M1*"
1671,142098495,"M1*"
1671,142278975,"M1*"
1672,158875711,"M1*"
1672,159056191,"M1*"
1673,150487103,"M1*"
1673,150667583,"M1*"
1674,167264319,"M1*"
1674,167444799,"M1*"
1675,232289819,"M1*"
1675,232470043,"M1*"
1676,215512603,"M1*"
1676,215692827,"M1*"
1677,165167163,"M1*"
1677,165347643,"M1*"
1678,148389947,"M1*"
1678,148570427,"M1*"
1679,211318411,"M1*"
1679,211498635,"M1*"
1680,228095627,"M1*"
1680,228275851,"M1*"
1681,144195755,"M1*"
1681,144376235,"M1*"
1682,160972971,"M1*"
1682,161153451,"M1*"
1683,223901195,"M1*"
1683,224081419,"M1*"
1684,207123979,"M1*"
1684,207304203,"M1*"
1685,219706891,"M1*"
1685,219887115,"M1*"
1686,202929675,"M1*"
1686,203109899,"M1*"
1687,221804047,"M1*"
1687,221984271,"M1*"
1688,205026831,"M1*"
1688,205207055,"M1*"
1689,154681391,"M1*"
1689,154861871,"M1*"
1690,137904175,"M1*"
1690,138084655,"M1*"
1691,136855597,"M1*"
1691,137036077,"M1*"
1692,153632813,"M1*"
1692,153813293,"M1*"
1693,135806987,"M1*"
1693,135987211,"M1*"
1694,152584203,"M1*"
1694,152764427,"M1*"
1695,156778507,"M1*"
1695,156958731,"M1*"
1696,140001291,"M1*"
1696,140181515,"M1*"
1697,40370493,"M1*"
1697,40501309,"M1*"
1697,40386621,"M1*"
1698,57147709,"M1*"
1698,57278525,"M1*"
1698,57163837,"M1*"
1699,48759101,"M1*"
1699,48889917,"M1*"
1699,48775229,"M1*"
1700,65536317,"M1*"
1700,65667133,"M1*"
1700,65552445,"M1*"
1701,48775485,"M1*"
1701,48890173,"M1*"
1701,48906301,"M1*"
1702,40386877,"M1*"
1702,40501565,"M1*"
1702,40517693,"M1*"
1703,57164093,"M1*"
1703,57278781,"M1*"
1703,57294909,"M1*"
1704,65552701,"M1*"
1704,65667389,"M1*"
1704,65683517,"M1*"
1705,334233917,"M1*"
1705,334364733,"M1*"
1705,334250045,"M1*"
1706,317456701,"M1*"
1706,317587517,"M1*"
1706,317472829,"M1*"
1707,325845309,"M1*"
1707,325976125,"M1*"
1707,325861437,"M1*"
1708,309068093,"M1*"
1708,309198909,"M1*"
1708,309084221,"M1*"
1709,325861693,"M1*"
1709,325976381,"M1*"
1709,325992509,"M1*"
1710,309084477,"M1*"
1710,309199165,"M1*"
1710,309215293,"M1*"
1711,334250301,"M1*"
1711,334364989,"M1*"
1711,334381117,"M1*"
1712,317473085,"M1*"
1712,317587773,"M1*"
1712,317603901,"M1*"
1713,316424507,"M1*"
1713,316539195,"M1*"
1713,316555323,"M1*"
1714,333201723,"M1*"
1714,333316411,"M1*"
1714,333332539,"M1*"
1715,316408123,"M1*"
1715,316538939,"M1*"
1715,316424251,"M1*"
1716,333185339,"M1*"
1716,333316155,"M1*"
1716,333201467,"M1*"
1717,63455545,"M1*"
1717,63570233,"M1*"
1717,63586361,"M1*"
1718,46678329,"M1*"
1718,46793017,"M1*"
1718,46809145,"M1*"
1719,332153145,"M1*"
1719,332267833,"M1*"
1719,332283961,"M1*"
1720,315375929,"M1*"
1720,315490617,"M1*"
1720,315506745,"M1*"
1721,332136761,"M1*"
1721,332267577,"M1*"
1721,332152889,"M1*"
1722,315359545,"M1*"
1722,315490361,"M1*"
1722,315375673,"M1*"
1723,63439161,"M1*"
1723,63569977,"M1*"
1723,63455289,"M1*"
1724,46661945,"M1*"
1724,46792761,"M1*"
1724,46678073,"M1*"
1725,48515380,"M2b*"
1725,48630068,"M2b*"
1725,48646196,"M2b*"
1726,316950836,"M2b*"
1726,317065524,"M2b*"
1726,317081652,"M2b*"
1727,65292596,"M2b*"
1727,65407284,"M2b*"
1727,65423412,"M2b*"
1728,333728052,"M2b*"
1728,333842740,"M2b*"
1728,333858868,"M2b*"
1729,56903988,"M2b*"
1729,57018676,"M2b*"
1729,57034804,"M2b*"
1730,325339444,"M2b*"
1730,325454132,"M2b*"
1730,325470260,"M2b*"
1731,40126772,"M2b*"
1731,40241460,"M2b*"
1731,40257588,"M2b*"
1732,308562228,"M2b*"
1732,308676916,"M2b*"
1732,308693044,"M2b*"
1733,40110388,"M2b*"
1733,40241204,"M2b*"
1733,40126516,"M2b*"
1734,308545844,"M2b*"
1734,308676660,"M2b*"
1734,308561972,"M2b*"
1735,56887604,"M2b*"
1735,57018420,"M2b*"
1735,56903732,"M2b*"
1736,325323060,"M2b*"
1736,325453876,"M2b*"
1736,325339188,"M2b*"
1737,65276212,"M2b*"
1737,65407028,"M2b*"
1737,65292340,"M2b*"
1738,333711668,"M2b*"
1738,333842484,"M2b*"
1738,333727796,"M2b*"
1739,48498996,"M2b*"
1739,48629812,"M2b*"
1739,48515124,"M2b*"
1740,316934452,"M2b*"
1740,317065268,"M2b*"
1740,316950580,"M2b*"
1741,47450418,"M2b*"
1741,47581234,"M2b*"
1741,47466546,"M2b*"
1742,315885874,"M2b*"
1742,316016690,"M2b*"
1742,315902002,"M2b*"
1743,64227634,"M2b*"
1743,64358450,"M2b*"
1743,64243762,"M2b*"
1744,332663090,"M2b*"
1744,332793906,"M2b*"
1744,332679218,"M2b*"
1745,64244018,"M2b*"
1745,64358706,"M2b*"
1745,64374834,"M2b*"
1746,332679474,"M2b*"
1746,332794162,"M2b*"
1746,332810290,"M2b*"
1747,47466802,"M2b*"
1747,47581490,"M2b*"
1747,47597618,"M2b*"
1748,315902258,"M2b*"
1748,316016946,"M2b*"
1748,316033074,"M2b*"
1749,46418224,"M2b*"
1749,46532912,"M2b*"
1749,46549040,"M2b*"
1750,314853680,"M2b*"
1750,314968368,"M2b*"
1750,314984496,"M2b*"
1751,63195440,"M2b*"
1751,63310128,"M2b*"
1751,63326256,"M2b*"
1752,331630896,"M2b*"
1752,331745584,"M2b*"
1752,331761712,"M2b*"
1753,63179056,"M2b*"
1753,63309872,"M2b*"
1753,63195184,"M2b*"
1754,331614512,"M2b*"
1754,331745328,"M2b*"
1754,331630640,"M2b*"
1755,46401840,"M2b*"
1755,46532656,"M2b*"
1755,46417968,"M2b*"
1756,314837296,"M2b*"
1756,314968112,"M2b*"
1756,314853424,"M2b*"
1757,100352,"M2c*"
1757,329728,"M2c*"
1757,294912,"M2c*"
1758,33589248,"M2c*"
1758,33818624,"M2c*"
1758,33849344,"M2c*"
1759,16877568,"M2c*"
1759,17106944,"M2c*"
1759,17072128,"M2c*"
1760,50366464,"M2c*"
1760,50595840,"M2c*"
1760,50626560,"M2c*"
1761,21071872,"M2c*"
1761,21301248,"M2c*"
1761,21266432,"M2c*"
1762,54560768,"M2c*"
1762,54790144,"M2c*"
1762,54820864,"M2c*"
1763,4294656,"M2c*"
1763,4524032,"M2c*"
1763,4489216,"M2c*"
1764,37783552,"M2c*"
1764,38012928,"M2c*"
1764,38043648,"M2c*"
1765,184731648,"M2c*"
1765,184961024,"M2c*"
1765,184991744,"M2c*"
1766,167954432,"M2c*"
1766,168183808,"M2c*"
1766,168214528,"M2c*"
1767,188925952,"M2c*"
1767,189155328,"M2c*"
1767,189186048,"M2c*"
1768,172148736,"M2c*"
1768,172378112,"M2c*"
1768,172408832,"M2c*"
1769,188893184,"M2*"
1769,189153280,"M2*"
1769,188923904,"M2*"
1770,172115968,"M2*"
1770,172376064,"M2*"
1770,172146688,"M2*"
1771,184698880,"M2*"
1771,184958976,"M2*"
1771,184729600,"M2*"
1772,167921664,"M2*"
1772,168181760,"M2*"
1772,167952384,"M2*"
1773,189974528,"M2c*"
1773,190203904,"M2c*"
1773,190234626,"M2c*"
1774,173197312,"M2c*"
1774,173426688,"M2c*"
1774,173457410,"M2c*"
1775,168970240,"M2*"
1775,169230338,"M2*"
1775,169000962,"M2*"
1776,185747456,"M2*"
1776,186007554,"M2*"
1776,185778178,"M2*"
1777,173164544,"M2*"
1777,173424642,"M2*"
1777,173195266,"M2*"
1778,189941760,"M2*"
1778,190201858,"M2*"
1778,189972482,"M2*"
1779,22120448,"M2c*"
1779,22349824,"M2c*"
1779,22315010,"M2c*"
1780,5343232,"M2c*"
1780,5572608,"M2c*"
1780,5537794,"M2c*"
1781,1148928,"M2c*"
1781,1378304,"M2c*"
1781,1343490,"M2c*"
1782,17926144,"M2c*"
1782,18155520,"M2c*"
1782,18120706,"M2c*"
1783,51382272,"M2*"
1783,51642370,"M2*"
1783,51412994,"M2*"
1784,17858562,"M2*"
1784,17893376,"M2*"
1784,18087938,"M2*"
1785,34605056,"M2*"
1785,34865154,"M2*"
1785,34635778,"M2*"
1786,1081346,"M2*"
1786,1116160,"M2*"
1786,1310722,"M2*"
1787,38799360,"M2*"
1787,39059458,"M2*"
1787,38830082,"M2*"
1788,5275650,"M2*"
1788,5310464,"M2*"
1788,5505026,"M2*"
1789,55576576,"M2*"
1789,55836674,"M2*"
1789,55607298,"M2*"
1790,22052866,"M2*"
1790,22087680,"M2*"
1790,22282242,"M2*"
1791,58755520,"M2d*"
1791,59115712,"M2d*"
1791,59031776,"M2d*"
1792,58753504,"M2d*"
1792,58853568,"M2d*"
1792,58999008,"M2d*"
1793,25198816,"M2d*"
1793,25233600,"M2d*"
1793,25428192,"M2d*"
1794,58722496,"M2d*"
1794,58982624,"M2d*"
1794,58753248,"M2d*"
1795,25266368,"M2d*"
1795,25495744,"M2d*"
1795,25460960,"M2d*"
1796,58755264,"M2d*"
1796,58984640,"M2d*"
1796,59015392,"M2d*"
1797,8489088,"M2c*"
1797,8718464,"M2c*"
1797,8683680,"M2c*"
1798,41977984,"M2c*"
1798,42207360,"M2c*"
1798,42238112,"M2c*"
1799,8421536,"M2*"
1799,8456320,"M2*"
1799,8650912,"M2*"
1800,41945216,"M2*"
1800,42205344,"M2*"
1800,41975968,"M2*"
1801,41978240,"M2b*"
1801,42338432,"M2b*"
1801,42254496,"M2b*"
1802,41976224,"M2*"
1802,42076288,"M2*"
1802,42221728,"M2*"
1803,41945472,"M2b*"
1803,42336416,"M2b*"
1803,41992352,"M2b*"
1804,41992608,"M2b*"
1804,42076544,"M2b*"
1804,42352800,"M2b*"
1805,58722752,"M2*"
1805,59113696,"M2*"
1805,58769632,"M2*"
1806,58769888,"M2*"
1806,58853824,"M2*"
1806,59130080,"M2*"
1807,58720736,"M2*"
1807,58851552,"M2*"
1807,58736864,"M2*"
1808,58737120,"M2*"
1808,58851808,"M2*"
1808,58867936,"M2*"
1809,41943456,"il6*"
1809,42074272,"il6*"
1809,41959584,"il6*"
1810,41959840,"il6*"
1810,42074528,"il6*"
1810,42090656,"il6*"
1811,193087936,"M2*"
1811,193347808,"M2*"
1811,193118688,"M2*"
1812,193120704,"M2d*"
1812,193349824,"M2d*"
1812,193380576,"M2d*"
1813,176310656,"M2b*"
1813,176570528,"M2b*"
1813,176341408,"M2b*"
1814,176343424,"M2b*"
1814,176572544,"M2b*"
1814,176603296,"M2b*"
1815,170019076,"M2b*"
1815,170278948,"M2b*"
1815,170049828,"M2b*"
1816,186796292,"M2b*"
