involvedStates,basinSize
203275776,524288
203800068,524288
204324356,524288
204848644,524288
205372932,524288
205897216,524288
206421504,524288
206945792,524288
207470080,524288
210091648,524288
210615936,524288
211140224,524288
211664512,524288
212188804,524288
212713092,524288
213237380,524288
213761668,524288
218480128,524288
219004416,524288
219528704,524288
220052992,524288
220577284,524288
221101572,524288
221625860,524288
222150148,524288
222674432,524288
223198720,524288
223723008,524288
224247296,524288
226868928,524288
227393216,524288
227917504,524288
228441792,524288
228966084,524288
229490372,524288
230014660,524288
230538948,524288
235257600,523264
235257344,1024
235781888,523264
235781632,1024
236306176,523264
236305920,1024
236830464,523264
236830208,1024
237354756,523264
237354500,1024
237879044,523264
237878788,1024
238403332,523264
238403076,1024
238927620,523264
238927364,1024
239451904,523264
239451648,1024
239976192,523264
239975936,1024
240500480,523264
240500224,1024
241024768,523264
241024512,1024
243646336,523264
243646080,1024
244170624,523264
244170368,1024
244694912,523264
244694656,1024
245219200,523264
245218944,1024
245743492,523264
245743236,1024
246267780,523264
246267524,1024
246792068,523264
246791812,1024
247316356,523264
247316100,1024
252034816,523264
252034560,1024
252559104,523264
252558848,1024
253083392,523264
253083136,1024
253607680,523264
253607424,1024
254131972,523264
254131716,1024
254656260,523264
254656004,1024
255180548,523264
255180292,1024
255704836,523264
255704580,1024
256229120,523264
256228864,1024
256753408,523264
256753152,1024
257277696,523264
257277440,1024
257801984,523264
257801728,1024
260423616,523264
260423360,1024
260947904,523264
260947648,1024
261472192,523264
261471936,1024
261996480,523264
261996224,1024
262520772,523264
262520516,1024
263045060,523264
263044804,1024
263569348,523264
263569092,1024
264093636,523264
264093380,1024
268797952,524288
269322241,524288
269846528,524288
270370817,524288
270895108,524288
271419397,524288
271943684,524288
272467973,524288
272992256,524288
273516545,524288
274040832,524288
274565121,524288
277186688,524288
277710977,524288
278235264,524288
278759553,524288
279283844,524288
279808133,524288
280332420,524288
280856709,524288
285575168,524288
286099457,524288
286623744,524288
287148033,524288
287672324,524288
288196613,524288
288720900,524288
289245189,524288
289769472,524288
290293761,524288
290818048,524288
291342337,524288
293963968,524288
294488257,524288
295012544,524288
295536833,524288
296061124,524288
296585413,524288
297109700,524288
297633989,524288
302352384,15616
302352640,508672
302876673,15616
302876929,508672
303400960,15616
303401216,508672
303925249,15616
303925505,508672
304449796,512576
304449540,11712
304974085,512576
304973829,11712
305498372,512576
305498116,11712
306022661,512576
306022405,11712
306546688,15616
306546944,508672
307070977,15616
307071233,508672
307595264,15616
307595520,508672
308119553,15616
308119809,508672
310741376,512576
310741120,11712
311265665,512576
311265409,11712
311789952,512576
311789696,11712
312314241,512576
312313985,11712
312838532,512576
312838276,11712
313362821,512576
313362565,11712
313887108,512576
313886852,11712
314411397,512576
314411141,11712
319129600,15616
319129856,508672
319653889,15616
319654145,508672
320178176,15616
320178432,508672
320702465,15616
320702721,508672
321227012,512576
321226756,11712
321751301,512576
321751045,11712
322275588,512576
322275332,11712
322799877,512576
322799621,11712
323323904,15616
323324160,508672
323848193,15616
323848449,508672
324372480,15616
324372736,508672
324896769,15616
324897025,508672
327518656,512576
327518400,11712
328042945,512576
328042689,11712
328567232,512576
328566976,11712
329091521,512576
329091265,11712
329615812,512576
329615556,11712
330140101,512576
330139845,11712
330664388,512576
330664132,11712
331188677,512576
331188421,11712
335920640,524288
336444928,524288
336969216,524288
337493504,524288
338017796,524288
338542084,524288
339066372,524288
339590660,524288
340114944,524288
340639232,524288
341163520,524288
341687808,524288
344309376,524288
344833664,524288
345357952,524288
345882240,524288
346406532,524288
346930820,524288
347455108,524288
347979396,524288
352697856,524288
353222144,524288
353746432,524288
354270720,524288
354795012,524288
355319300,524288
355843588,524288
356367876,524288
356892160,524288
357416448,524288
357940736,524288
358465024,524288
361086656,524288
361610944,524288
362135232,524288
362659520,524288
363183812,524288
363708100,524288
364232388,524288
364756676,524288
369475072,15616
369475328,508672
369999360,15616
369999616,508672
370523648,15616
370523904,508672
371047936,15616
371048192,508672
371572484,512576
371572228,11712
372096772,512576
372096516,11712
372621060,512576
372620804,11712
373145348,512576
373145092,11712
373669376,15616
373669632,508672
374193664,15616
374193920,508672
374717952,15616
374718208,508672
375242240,15616
375242496,508672
377864064,512576
377863808,11712
378388352,512576
378388096,11712
378912640,512576
378912384,11712
379436928,512576
379436672,11712
379961220,512576
379960964,11712
380485508,512576
380485252,11712
381009796,512576
381009540,11712
381534084,512576
381533828,11712
386252288,15616
386252544,508672
386776576,15616
386776832,508672
387300864,15616
387301120,508672
387825152,15616
387825408,508672
388349700,512576
388349444,11712
388873988,512576
388873732,11712
389398276,512576
389398020,11712
389922564,512576
389922308,11712
390446592,15616
390446848,508672
390970880,15616
390971136,508672
391495168,15616
391495424,508672
392019456,15616
392019712,508672
394641344,512576
394641088,11712
395165632,512576
395165376,11712
395689920,512576
395689664,11712
396214208,512576
396213952,11712
396738500,512576
396738244,11712
397262788,512576
397262532,11712
397787076,512576
397786820,11712
398311364,512576
398311108,11712
403015680,524288
403539969,524288
404064256,524288
404588545,524288
405112836,524288
405637125,524288
406161412,524288
406685701,524288
407209984,524288
407734273,524288
408258560,524288
408782849,524288
411404416,524288
411928705,524288
412452992,524288
412977281,524288
413501572,524288
414025861,524288
414550148,524288
415074437,524288
419792896,524288
420317185,524288
420841472,524288
421365761,524288
421890052,524288
422414341,524288
422938628,524288
423462917,524288
423987200,524288
424511489,524288
425035776,524288
425560065,524288
428181696,524288
428705985,524288
429230272,524288
429754561,524288
430278852,524288
430803141,524288
431327428,524288
431851717,524288
436570368,522240
436570112,2048
437094657,522240
437094401,2048
437618944,522240
437618688,2048
438143233,522240
438142977,2048
438667524,522240
438667268,2048
439191813,522240
439191557,2048
439716100,522240
439715844,2048
440240389,522240
440240133,2048
440764672,522240
440764416,2048
441288961,522240
441288705,2048
441813248,522240
441812992,2048
442337537,522240
442337281,2048
444959104,522240
444958848,2048
445483393,522240
445483137,2048
446007680,522240
446007424,2048
446531969,522240
446531713,2048
447056260,522240
447056004,2048
447580549,522240
447580293,2048
448104836,522240
448104580,2048
448629125,522240
448628869,2048
453347584,522240
453347328,2048
453871873,522240
453871617,2048
454396160,522240
454395904,2048
454920449,522240
454920193,2048
455444740,522240
455444484,2048
455969029,522240
455968773,2048
456493316,522240
456493060,2048
457017605,522240
457017349,2048
457541888,522240
457541632,2048
458066177,522240
458065921,2048
458590464,522240
458590208,2048
459114753,522240
459114497,2048
461736384,522240
461736128,2048
462260673,522240
462260417,2048
462784960,522240
462784704,2048
463309249,522240
463308993,2048
463833540,522240
463833284,2048
464357829,522240
464357573,2048
464882116,522240
464881860,2048
465406405,522240
465406149,2048
470138368,524288
470662656,524288
471186944,524288
471711232,524288
472235524,524288
472759812,524288
473284100,524288
473808388,524288
474332672,524288
474856960,524288
475381248,524288
475905536,524288
478527104,524288
479051392,524288
479575680,524288
480099968,524288
480624260,524288
481148548,524288
481672836,524288
482197124,524288
486915584,524288
487439872,524288
487964160,524288
488488448,524288
489012740,524288
489537028,524288
490061316,524288
490585604,524288
491109888,524288
491634176,524288
492158464,524288
492682752,524288
495304384,524288
495828672,524288
496352960,524288
496877248,524288
497401540,524288
497925828,524288
498450116,524288
498974404,524288
503693056,522240
503692800,2048
504217344,522240
504217088,2048
504741632,522240
504741376,2048
505265920,522240
505265664,2048
505790212,522240
505789956,2048
506314500,522240
506314244,2048
506838788,522240
506838532,2048
507363076,522240
507362820,2048
507887360,522240
507887104,2048
508411648,522240
508411392,2048
508935936,522240
508935680,2048
509460224,522240
509459968,2048
512081792,522240
512081536,2048
512606080,522240
512605824,2048
513130368,522240
513130112,2048
513654656,522240
513654400,2048
514178948,522240
514178692,2048
514703236,522240
514702980,2048
515227524,522240
515227268,2048
515751812,522240
515751556,2048
520470272,522240
520470016,2048
520994560,522240
520994304,2048
521518848,522240
521518592,2048
522043136,522240
522042880,2048
522567428,522240
522567172,2048
523091716,522240
523091460,2048
523616004,522240
523615748,2048
524140292,522240
524140036,2048
524664576,522240
524664320,2048
525188864,522240
525188608,2048
525713152,522240
525712896,2048
526237440,522240
526237184,2048
528859072,522240
528858816,2048
529383360,522240
529383104,2048
529907648,522240
529907392,2048
530431936,522240
530431680,2048
530956228,522240
530955972,2048
531480516,522240
531480260,2048
532004804,522240
532004548,2048
532529092,522240
532528836,2048
16644/196896,4096
16676/196900,192
540941/721185,4096
540973/721197,192
1065222/1245474,4096
1065254/1245478,192
1589519/1769771,4096
1589551/1769775,192
2113828/2294052,1536
2638125/2818349,1536
3162406/3342630,1536
3686703/3866927,1536
4210948/4391200,4096
4210980/4391204,192
4735245/4915489,4096
4735277/4915501,192
5259526/5439778,4096
5259558/5439782,192
5783823/5964075,4096
5783855/5964079,192
6572340/6752564,81920
7096637/7276861,81920
7620918/7801142,81920
8145215/8325439,81920
8405412/8585636,1536
8929709/9109933,1536
9453990/9634214,1536
9978287/10158511,1536
10502564/10682788,1536
11026861/11207085,1536
11551142/11731366,1536
12075439/12255663,1536
12863796/13044020,81920
13388093/13568317,81920
13912374/14092598,81920
14436671/14616895,81920
14960948/15141172,81920
15485245/15665469,81920
16009526/16189750,81920
16533823/16714047,81920
16793860/16974112,4096
16793892/16974116,192
17318157/17498401,4096
17318189/17498413,192
17842438/18022690,4096
17842470/18022694,192
18366735/18546987,4096
18366767/18546991,192
18891044/19071268,1536
19415341/19595565,1536
19939622/20119846,1536
20463919/20644143,1536
20988164/21168416,4096
20988196/21168420,192
21512461/21692705,4096
21512493/21692717,192
22036742/22216994,4096
22036774/22216998,192
22561039/22741291,4096
22561071/22741295,192
23349556/23529780,81920
23873853/24054077,81920
24398134/24578358,81920
24922431/25102655,81920
25182692/25362916,1536
25706989/25887213,1536
26231270/26411494,1536
26755567/26935791,1536
27279844/27460068,1536
27804141/27984365,1536
28328422/28508646,1536
28852719/29032943,1536
29641012/29821236,81920
30165309/30345533,81920
30689590/30869814,81920
31213887/31394111,81920
31738164/31918388,81920
32262461/32442685,81920
32786742/32966966,81920
33311039/33491263,81920
33571072/33751296,416
33571076/33751328,672
33571104/33751300,256
33571108/33751332,192
34095361/34275585,416
34095373/34275617,672
34095393/34275597,256
34095405/34275629,192
34619650/34799874,416
34619654/34799906,672
34619682/34799878,256
34619686/34799910,192
35143947/35324171,416
35143951/35324203,672
35143979/35324175,256
35143983/35324207,192
35668260/35848484,1536
36192557/36372781,1536
36716838/36897062,1536
37241135/37421359,1536
37765376/37945600,416
37765380/37945632,672
37765408/37945604,256
37765412/37945636,192
38289665/38469889,416
38289677/38469921,672
38289697/38469901,256
38289709/38469933,192
38813954/38994178,416
38813958/38994210,672
38813986/38994182,256
38813990/38994214,192
39338251/39518475,416
39338255/39518507,672
39338283/39518479,256
39338287/39518511,192
40126772/40306996,86016
40651069/40831293,86016
41175350/41355574,86016
41699647/41879871,86016
41959844/42140068,1536
42484141/42664365,1536
43008422/43188646,1536
43532719/43712943,1536
44056996/44237220,1536
44581293/44761517,1536
45105574/45285798,1536
45629871/45810095,1536
46418228/46598452,86016
46942525/47122749,86016
47466806/47647030,86016
47991103/48171327,86016
48515380/48695604,86016
49039677/49219901,86016
49563958/49744182,86016
50088255/50268479,86016
50348288/50528512,416
50348292/50528544,672
50348320/50528516,256
50348324/50528548,192
50872577/51052801,416
50872589/51052833,672
50872609/51052813,256
50872621/51052845,192
51396866/51577090,416
51396870/51577122,672
51396898/51577094,256
51396902/51577126,192
51921163/52101387,416
51921167/52101419,672
51921195/52101391,256
51921199/52101423,192
52445476/52625700,1536
52969773/53149997,1536
53494054/53674278,1536
54018351/54198575,1536
54542592/54722816,416
54542596/54722848,672
54542624/54722820,256
54542628/54722852,192
55066881/55247105,416
55066893/55247137,672
55066913/55247117,256
55066925/55247149,192
55591170/55771394,416
55591174/55771426,672
55591202/55771398,256
55591206/55771430,192
56115467/56295691,416
56115471/56295723,672
56115499/56295695,256
56115503/56295727,192
56903988/57084212,86016
57428285/57608509,86016
57952566/58132790,86016
58476863/58657087,86016
58737124/58917348,1536
59261421/59441645,1536
59785702/59965926,1536
60309999/60490223,1536
60834276/61014500,1536
61358573/61538797,1536
61882854/62063078,1536
62407151/62587375,1536
63195444/63375668,86016
63719741/63899965,86016
64244022/64424246,86016
64768319/64948543,86016
65292596/65472820,86016
65816893/65997117,86016
66341174/66521398,86016
66865471/67045695,86016
73694996/73875220,81920
74219284/74399508,81920
74743574/74923798,81920
75267862/75448086,81920
79986448/80166672,81920
80510736/80690960,81920
81035026/81215250,81920
81559314/81739538,81920
82083604/82263828,81920
82607892/82788116,81920
83132182/83312406,81920
83656470/83836694,81920
90472212/90652436,81920
90996500/91176724,81920
91520790/91701014,81920
92045078/92225302,81920
96763664/96943888,81920
97287952/97468176,81920
97812242/97992466,81920
98336530/98516754,81920
98860820/99041044,81920
99385108/99565332,81920
99909398/100089622,81920
100433686/100613910,81920
107249428/107429652,86016
107773716/107953940,86016
108298006/108478230,86016
108822294/109002518,86016
113540880/113721104,86016
114065168/114245392,86016
114589458/114769682,86016
115113746/115293970,86016
115638036/115818260,86016
116162324/116342548,86016
116686614/116866838,86016
117210902/117391126,86016
124026644/124206868,86016
124550932/124731156,86016
125075222/125255446,86016
125599510/125779734,86016
130318096/130498320,86016
130842384/131022608,86016
131366674/131546898,86016
131890962/132071186,86016
132415252/132595476,86016
132939540/133119764,86016
133463830/133644054,86016
133988118/134168342,86016
134234112/134414592,832
134234372/134414624,512
134234144/134414596,512
134234404/134414628,192
134758401/134938881,832
134758669/134938913,512
134758433/134938893,512
134758701/134938925,192
135282690/135463170,832
135282950/135463202,512
135282722/135463174,512
135282982/135463206,192
135806987/135987467,832
135807247/135987499,512
135807019/135987471,512
135807279/135987503,192
136331556/136511780,2048
136855853/137036077,2048
137380134/137560358,2048
137904431/138084655,2048
138428416/138608896,832
138428676/138608928,512
138428448/138608900,512
138428708/138608932,192
138952705/139133185,832
138952973/139133217,512
138952737/139133197,512
138953005/139133229,192
139476994/139657474,832
139477254/139657506,512
139477026/139657478,512
139477286/139657510,192
140001291/140181771,832
140001551/140181803,512
140001323/140181775,512
140001583/140181807,192
140790068/140970292,114688
141314365/141494589,114688
141838646/142018870,114688
142362943/142543167,114688
142623140/142803364,2048
143147437/143327661,2048
143671718/143851942,2048
144196015/144376239,2048
144720292/144900516,2048
145244589/145424813,2048
145768870/145949094,2048
146293167/146473391,2048
147081524/147261748,114688
147605821/147786045,114688
148130102/148310326,114688
148654399/148834623,114688
149178676/149358900,114688
149702973/149883197,114688
150227254/150407478,114688
150751551/150931775,114688
151011328/151191808,832
151011588/151191840,512
151011360/151191812,512
151011620/151191844,192
151535617/151716097,832
151535885/151716129,512
151535649/151716109,512
151535917/151716141,192
152059906/152240386,832
152060166/152240418,512
152059938/152240390,512
152060198/152240422,192
152584203/152764683,832
152584463/152764715,512
152584235/152764687,512
152584495/152764719,192
153108772/153288996,2048
153633069/153813293,2048
154157350/154337574,2048
154681647/154861871,2048
155205632/155386112,832
155205892/155386144,512
155205664/155386116,512
155205924/155386148,192
155729921/155910401,832
155730189/155910433,512
155729953/155910413,512
155730221/155910445,192
156254210/156434690,832
156254470/156434722,512
156254242/156434694,512
156254502/156434726,192
156778507/156958987,832
156778767/156959019,512
156778539/156958991,512
156778799/156959023,192
157567284/157747508,114688
158091581/158271805,114688
158615862/158796086,114688
159140159/159320383,114688
159400420/159580644,2048
159924717/160104941,2048
160448998/160629222,2048
160973295/161153519,2048
161497572/161677796,2048
162021869/162202093,2048
162546150/162726374,2048
163070447/163250671,2048
163858740/164038964,114688
164383037/164563261,114688
164907318/165087542,114688
165431615/165611839,114688
165955892/166136116,114688
166480189/166660413,114688
167004470/167184694,114688
167528767/167708991,114688
167788800/167969024,832
167788804/167969056,512
167788832/167969028,512
167788836/167969060,192
168313089/168493313,832
168313101/168493345,512
168313121/168493325,512
168313133/168493357,192
168837378/169017602,832
168837382/169017634,512
168837410/169017606,512
168837414/169017638,192
169361675/169541899,832
169361679/169541931,512
169361707/169541903,512
169361711/169541935,192
169885988/170066212,2048
170410285/170590509,2048
170934566/171114790,2048
171458863/171639087,2048
171983104/172163328,832
171983108/172163360,512
171983136/172163332,512
171983140/172163364,192
172507393/172687617,832
172507405/172687649,512
172507425/172687629,512
172507437/172687661,192
173031682/173211906,832
173031686/173211938,512
173031714/173211910,512
173031718/173211942,192
173555979/173736203,832
173555983/173736235,512
173556011/173736207,512
173556015/173736239,192
174344500/174524724,114688
174868797/175049021,114688
175393078/175573302,114688
175917375/176097599,114688
176177572/176357796,2048
176701869/176882093,2048
177226150/177406374,2048
177750447/177930671,2048
178274724/178454948,2048
178799021/178979245,2048
179323302/179503526,2048
179847599/180027823,2048
180635956/180816180,114688
181160253/181340477,114688
181684534/181864758,114688
182208831/182389055,114688
182733108/182913332,114688
183257405/183437629,114688
183781686/183961910,114688
184305983/184486207,114688
184566016/184746240,832
184566020/184746272,512
184566048/184746244,512
184566052/184746276,192
185090305/185270529,832
185090317/185270561,512
185090337/185270541,512
185090349/185270573,192
185614594/185794818,832
185614598/185794850,512
185614626/185794822,512
185614630/185794854,192
186138891/186319115,832
186138895/186319147,512
186138923/186319119,512
186138927/186319151,192
186663204/186843428,2048
187187501/187367725,2048
187711782/187892006,2048
188236079/188416303,2048
188760320/188940544,832
188760324/188940576,512
188760352/188940548,512
188760356/188940580,192
189284609/189464833,832
189284621/189464865,512
189284641/189464845,512
189284653/189464877,192
189808898/189989122,832
189808902/189989154,512
189808930/189989126,512
189808934/189989158,192
190333195/190513419,832
190333199/190513451,512
190333227/190513423,512
190333231/190513455,192
191121716/191301940,114688
191646013/191826237,114688
192170294/192350518,114688
192694591/192874815,114688
192954852/193135076,2048
193479149/193659373,2048
194003430/194183654,2048
194527727/194707951,2048
195052004/195232228,2048
195576301/195756525,2048
196100582/196280806,2048
196624879/196805103,2048
197413172/197593396,114688
197937469/198117693,114688
198461750/198641974,114688
198986047/199166271,114688
199510324/199690548,114688
200034621/200214845,114688
200558902/200739126,114688
201083199/201263423,114688
207912724/208092948,114688
208437012/208617236,114688
208961302/209141526,114688
209485590/209665814,114688
214204176/214384400,114688
214728464/214908688,114688
215252754/215432978,114688
215777042/215957266,114688
216301332/216481556,114688
216825620/217005844,114688
217349910/217530134,114688
217874198/218054422,114688
224689940/224870164,114688
225214228/225394452,114688
225738518/225918742,114688
226262806/226443030,114688
230981392/231161616,114688
231505680/231685904,114688
232029970/232210194,114688
232554258/232734482,114688
233078548/233258772,114688
233602836/233783060,114688
234127126/234307350,114688
234651414/234831638,114688
241467156/241647380,114688
241991444/242171668,114688
242515734/242695958,114688
243040022/243220246,114688
247758608/247938832,114688
248282896/248463120,114688
248807186/248987410,114688
249331474/249511698,114688
249855764/250035988,114688
250380052/250560276,114688
250904342/251084566,114688
251428630/251608854,114688
258244372/258424596,114688
258768660/258948884,114688
259292950/259473174,114688
259817238/259997462,114688
264535824/264716048,114688
265060112/265240336,114688
265584402/265764626,114688
266108690/266288914,114688
266632980/266813204,114688
267157268/267337492,114688
267681558/267861782,114688
268205846/268386070,114688
275007796/275188020,81920
275532093/275712317,81920
276056374/276236598,81920
276580671/276760895,81920
281299252/281479476,81920
281823549/282003773,81920
282347830/282528054,81920
282872127/283052351,81920
283396404/283576628,81920
283920701/284100925,81920
284444982/284625206,81920
284969279/285149503,81920
291785012/291965236,81920
292309309/292489533,81920
292833590/293013814,81920
293357887/293538111,81920
298076468/298256692,81920
298600765/298780989,81920
299125046/299305270,81920
299649343/299829567,81920
300173620/300353844,81920
300697917/300878141,81920
301222198/301402422,81920
301746495/301926719,81920
308562228/308742452,86016
309086525/309266749,86016
309610806/309791030,86016
310135103/310315327,86016
314853684/315033908,86016
315377981/315558205,86016
315902262/316082486,86016
316426559/316606783,86016
316950836/317131060,86016
317475133/317655357,86016
317999414/318179638,86016
318523711/318703935,86016
325339444/325519668,86016
325863741/326043965,86016
326388022/326568246,86016
326912319/327092543,86016
331630900/331811124,86016
332155197/332335421,86016
332679478/332859702,86016
333203775/333383999,86016
333728052/333908276,86016
334252349/334432573,86016
334776630/334956854,86016
335300927/335481151,86016
342130452/342310676,81920
342654740/342834964,81920
343179030/343359254,81920
343703318/343883542,81920
348421904/348602128,81920
348946192/349126416,81920
349470482/349650706,81920
349994770/350174994,81920
350519060/350699284,81920
351043348/351223572,81920
351567638/351747862,81920
352091926/352272150,81920
358907668/359087892,81920
359431956/359612180,81920
359956246/360136470,81920
360480534/360660758,81920
365199120/365379344,81920
365723408/365903632,81920
366247698/366427922,81920
366771986/366952210,81920
367296276/367476500,81920
367820564/368000788,81920
368344854/368525078,81920
368869142/369049366,81920
375684884/375865108,86016
376209172/376389396,86016
376733462/376913686,86016
377257750/377437974,86016
381976336/382156560,86016
382500624/382680848,86016
383024914/383205138,86016
383549202/383729426,86016
384073492/384253716,86016
384597780/384778004,86016
385122070/385302294,86016
385646358/385826582,86016
392462100/392642324,86016
392986388/393166612,86016
393510678/393690902,86016
394034966/394215190,86016
398753552/398933776,86016
399277840/399458064,86016
399802130/399982354,86016
400326418/400506642,86016
400850708/401030932,86016
401374996/401555220,86016
401899286/402079510,86016
402423574/402603798,86016
409225524/409405748,114688
409749821/409930045,114688
410274102/410454326,114688
410798399/410978623,114688
415516980/415697204,114688
416041277/416221501,114688
416565558/416745782,114688
417089855/417270079,114688
417614132/417794356,114688
418138429/418318653,114688
418662710/418842934,114688
419187007/419367231,114688
426002740/426182964,114688
426527037/426707261,114688
427051318/427231542,114688
427575615/427755839,114688
432294196/432474420,114688
432818493/432998717,114688
433342774/433522998,114688
433867071/434047295,114688
434391348/434571572,114688
434915645/435095869,114688
435439926/435620150,114688
435964223/436144447,114688
442779956/442960180,114688
443304253/443484477,114688
443828534/444008758,114688
444352831/444533055,114688
449071412/449251636,114688
449595709/449775933,114688
450119990/450300214,114688
450644287/450824511,114688
451168564/451348788,114688
451692861/451873085,114688
452217142/452397366,114688
452741439/452921663,114688
459557172/459737396,114688
460081469/460261693,114688
460605750/460785974,114688
461130047/461310271,114688
465848628/466028852,114688
466372925/466553149,114688
466897206/467077430,114688
467421503/467601727,114688
467945780/468126004,114688
468470077/468650301,114688
468994358/469174582,114688
469518655/469698879,114688
476348180/476528404,114688
476872468/477052692,114688
477396758/477576982,114688
